SSC_CODE_2016,SSC_NAME_2016,LGA_CODE_2019,LGA_NAME_2019,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
22065,Pioneer Bay,20740,Bass Coast (S),1,Good,Good,0
22066,Pipers Creek,24130,Macedon Ranges (S),1,Good,Good,0
22067,Pira,26610,Swan Hill (RC),1,Good,Good,0
22068,Piries,24250,Mansfield (S),1,Good,Good,0
22069,Pirron Yallock,21750,Colac-Otway (S),0.8303571,Good,Good,0
22069,Pirron Yallock,21830,Corangamite (S),0.1696429,Good,Good,0
22070,Pitfield,22490,Golden Plains (S),1,Good,Good,0
22071,Pittong,22490,Golden Plains (S),0.3571429,Good,Good,0
22071,Pittong,25990,Pyrenees (S),0.6428571,Good,Good,0
22072,Plenty (Vic.),25710,Nillumbik (S),1,Good,Good,0
22073,Plumpton (Vic.),24650,Melton (C),1,Good,Good,0
22074,Point Cook,27260,Wyndham (C),1,Good,Good,0
22075,Point Leo,25340,Mornington Peninsula (S),1,Good,Good,0
22076,Point Lonsdale,22750,Greater Geelong (C),0.4268701,Good,Good,0
22076,Point Lonsdale,26080,Queenscliffe (B),0.5731299,Acceptable,Good,0
22077,Point Wilson,22750,Greater Geelong (C),1,Good,Good,0
22078,Polisbet,26610,Swan Hill (RC),1,Good,Good,0
22079,Pomborneit,21830,Corangamite (S),1,Good,Good,0
22080,Pomborneit East,21830,Corangamite (S),1,Good,Good,0
22081,Pomborneit North,21830,Corangamite (S),1,Good,Good,0
22082,Pomonal,20260,Ararat (RC),1,Good,Good,0
22082,Pomonal,25810,Northern Grampians (S),0,Good,Good,1
22083,Pompapiel,23940,Loddon (S),1,Good,Good,0
22084,Poolaijelo,26890,West Wimmera (S),1,Good,Good,0
22085,Pootilla,25150,Moorabool (S),1,Good,Good,0
22086,Poowong,26170,South Gippsland (S),1,Good,Good,0
22087,Poowong East,20830,Baw Baw (S),0.3209877,Good,Good,0
22087,Poowong East,26170,South Gippsland (S),0.6790123,Good,Good,0
22088,Poowong North,20830,Baw Baw (S),0.0607735,Good,Good,0
22088,Poowong North,26170,South Gippsland (S),0.9392265,Good,Good,0
22089,Porcupine Ridge,22910,Hepburn (S),1,Good,Good,0
22090,Porepunkah,20110,Alpine (S),1,Good,Good,0
22091,Port Albert,26810,Wellington (S),1,Good,Good,0
22092,Port Campbell,21830,Corangamite (S),1,Good,Good,0
22093,Port Fairy,25490,Moyne (S),1,Good,Good,0
22094,Port Franklin,26170,South Gippsland (S),1,Good,Good,0
22095,Port Melbourne,24600,Melbourne (C),0.000186,Good,Good,1
22095,Port Melbourne,25900,Port Phillip (C),0.999814,Good,Good,0
22096,Port Welshpool,26170,South Gippsland (S),1,Good,Good,0
22097,Portarlington,22750,Greater Geelong (C),1,Good,Good,0
22098,Portland (Vic.),22410,Glenelg (S),1,Good,Good,0
22099,Portland North,22410,Glenelg (S),1,Good,Good,0
22100,Portland West,22410,Glenelg (S),1,Good,Good,0
22101,Portsea,25340,Mornington Peninsula (S),1,Good,Good,0
22102,Pound Creek,20740,Bass Coast (S),0.3762376,Good,Good,0
22102,Pound Creek,26170,South Gippsland (S),0.6237624,Good,Good,0
22103,Powelltown,27450,Yarra Ranges (S),1,Good,Good,0
22104,Powers Creek,26890,West Wimmera (S),1,Good,Good,0
22105,Powlett Plains,23940,Loddon (S),1,Good,Good,0
22106,Prahran,26350,Stonnington (C),1,Good,Good,0
22107,Prairie (Vic.),23940,Loddon (S),1,Good,Good,0
22108,Pranjip,26430,Strathbogie (S),1,Good,Good,0
22109,Preston (Vic.),21890,Darebin (C),1,Good,Good,0
22110,Princes Hill,27350,Yarra (C),1,Good,Good,0
22111,Princetown,21830,Corangamite (S),1,Good,Good,0
22112,Puckapunyal,24850,Mitchell (S),1,Good,Good,0
22113,Pura Pura,20260,Ararat (RC),0.4838708,Good,Good,0
22113,Pura Pura,25490,Moyne (S),0.5161292,Good,Good,0
22114,Purdeet,25490,Moyne (S),1,Good,Good,0
22115,Purnim,25490,Moyne (S),1,Good,Good,0
22116,Purnim West,25490,Moyne (S),1,Good,Good,0
22117,Pyalong,24850,Mitchell (S),1,Good,Good,0
22118,Pyramid Hill,23940,Loddon (S),1,Good,Good,0
22119,Quambatook,22250,Gannawarra (S),1,Good,Good,0
22120,Quandong,27260,Wyndham (C),1,Good,Good,0
22121,Quantong,23190,Horsham (RC),1,Good,Good,0
22122,Quarry Hill,22620,Greater Bendigo (C),1,Good,Good,0
22123,Queenscliff (Vic.),26080,Queenscliffe (B),1,Acceptable,Good,0
22124,Raglan (Vic.),25990,Pyrenees (S),1,Good,Good,0
22125,Rainbow,22980,Hindmarsh (S),0.9628529,Good,Good,0
22125,Rainbow,27630,Yarriambiack (S),0.0371471,Good,Good,0
22126,Ranceby,26170,South Gippsland (S),1,Good,Good,0
22127,Rathscar,25990,Pyrenees (S),1,Good,Good,0
22128,Rathscar West,25990,Pyrenees (S),1,Good,Good,0
22129,Ravenhall,24650,Melton (C),1,Good,Good,0
22130,Ravenswood (Vic.),22620,Greater Bendigo (C),1,Good,Good,0
22130,Ravenswood (Vic.),25430,Mount Alexander (S),0,Good,Good,1
22131,Ravenswood South,25430,Mount Alexander (S),1,Good,Good,0
22132,Rawson,20830,Baw Baw (S),1,Good,Good,0
22133,Raymond Island,22110,East Gippsland (S),1,Good,Good,0
22134,Raywood,22620,Greater Bendigo (C),0.8615385,Good,Good,0
22134,Raywood,23940,Loddon (S),0.1384615,Good,Good,0
22135,Red Cliffs,24780,Mildura (RC),1,Good,Good,0
22136,Red Hill (Vic.),25340,Mornington Peninsula (S),1,Good,Good,0
22137,Red Hill South,25340,Mornington Peninsula (S),1,Good,Good,0
22138,Red Lion,21670,Central Goldfields (S),1,Good,Good,0
22139,Redan,20570,Ballarat (C),1,Good,Good,0
22140,Redbank (Vic.),25810,Northern Grampians (S),0.1529411,Good,Good,0
22140,Redbank (Vic.),25990,Pyrenees (S),0.8470589,Good,Good,0
22141,Redcastle,21370,Campaspe (S),0.7285715,Good,Good,0
22141,Redcastle,22620,Greater Bendigo (C),0.2714285,Good,Good,0
22142,Redesdale,22620,Greater Bendigo (C),0.6356275,Good,Good,0
22142,Redesdale,25430,Mount Alexander (S),0.3643725,Good,Good,0
22143,Reedy Creek (Vic.),24850,Mitchell (S),1,Good,Good,0
22144,Reedy Dam,21270,Buloke (S),1,Good,Good,0
22145,Reedy Flat,22110,East Gippsland (S),1,Good,Good,0
22146,Reedy Lake,22250,Gannawarra (S),1,Good,Good,0
22147,Reefton (Vic.),27450,Yarra Ranges (S),1,Good,Good,0
22148,Research,25710,Nillumbik (S),1,Good,Good,0
22149,Reservoir (Vic.),21890,Darebin (C),1,Good,Good,0
22150,Reynard,24250,Mansfield (S),0.3333333,Good,Good,0
22150,Reynard,26810,Wellington (S),0.6666667,Good,Good,0
22151,Rheola,23940,Loddon (S),1,Good,Good,0
22152,Rhyll,20740,Bass Coast (S),1,Good,Good,0
22153,Rhymney,20260,Ararat (RC),1,Good,Good,0
22154,Riachella,25810,Northern Grampians (S),1,Good,Good,0
22155,Rich Avon,21270,Buloke (S),1,Good,Good,0
22156,Rich Avon East,25810,Northern Grampians (S),1,Good,Good,0
22157,Rich Avon West,25810,Northern Grampians (S),1,Good,Good,0
22158,Richmond (Vic.),27350,Yarra (C),1,Good,Good,0
22159,Richmond Plains,21270,Buloke (S),3.3e-06,Good,Good,1
22159,Richmond Plains,23940,Loddon (S),0.9999967,Good,Good,0
22160,Riddells Creek,24130,Macedon Ranges (S),1,Good,Good,0
22161,Riggs Creek,26430,Strathbogie (S),1,Good,Good,0
22162,Ringwood (Vic.),24410,Maroondah (C),1,Good,Good,0
22163,Ringwood East,24410,Maroondah (C),1,Good,Good,0
22164,Ringwood North,24210,Manningham (C),0.0367968,Good,Good,0
22164,Ringwood North,24410,Maroondah (C),0.9632032,Good,Good,0
22165,Ripplebrook,20830,Baw Baw (S),1,Good,Good,0
22166,Rippleside,22750,Greater Geelong (C),1,Good,Good,0
22167,Ripponlea,25900,Port Phillip (C),1,Good,Good,0
22168,Riverside (Vic.),23190,Horsham (RC),1,Good,Good,0
22169,Riverslea,26810,Wellington (S),1,Good,Good,0
22170,Robertsons Beach,26810,Wellington (S),1,Good,Good,0
22171,Robinvale,26610,Swan Hill (RC),1,Good,Good,0
22172,Rochester (Vic.),21370,Campaspe (S),1,Good,Good,0
22173,Rochford,24130,Macedon Ranges (S),1,Good,Good,0
22174,Rockbank,24650,Melton (C),1,Good,Good,0
22175,Rocklands,26260,Southern Grampians (S),1,Good,Good,0
22176,Rocklyn,22910,Hepburn (S),1,Good,Good,0
22177,Rocky Point (Vic.),20260,Ararat (RC),1,Good,Good,0
22178,Rokeby (Vic.),20830,Baw Baw (S),1,Good,Good,0
22179,Rokewood,22490,Golden Plains (S),1,Good,Good,0
22180,Rokewood Junction,22490,Golden Plains (S),1,Good,Good,0
22181,Romsey,24130,Macedon Ranges (S),1,Good,Good,0
22182,Rosanna,20660,Banyule (C),1,Acceptable,Good,0
22183,Rose River,26700,Wangaratta (RC),1,Good,Good,0
22184,Rosebery (Vic.),27630,Yarriambiack (S),1,Good,Good,0
22185,Rosebrook (Vic.),25490,Moyne (S),1,Good,Good,0
22186,Rosebud,25340,Mornington Peninsula (S),1,Good,Good,0
22187,Rosebud West,25340,Mornington Peninsula (S),1,Good,Good,0
22188,Rosedale (Vic.),26810,Wellington (S),1,Good,Good,0
22189,Roses Gap,25810,Northern Grampians (S),1,Good,Good,0
22190,Rosewhite,20110,Alpine (S),1,Good,Good,0
22191,Roslynmead,21370,Campaspe (S),1,Good,Good,0
22192,Ross Creek (Vic.),22490,Golden Plains (S),1,Good,Good,0
22193,Rossbridge,20260,Ararat (RC),1,Good,Good,0
22194,Rostron,25810,Northern Grampians (S),1,Good,Good,0
22195,Rowsley,25150,Moorabool (S),1,Good,Good,0
22196,Rowville,23670,Knox (C),1,Good,Good,0
22197,Roxburgh Park,23270,Hume (C),1,Good,Good,0
22198,Rubicon,25620,Murrindindi (S),1,Good,Good,0
22199,Ruby,26170,South Gippsland (S),1,Good,Good,0
22200,Ruffy,25620,Murrindindi (S),0.0275229,Good,Good,0
22200,Ruffy,26430,Strathbogie (S),0.9724771,Good,Good,0
22201,Running Creek (Vic.),20110,Alpine (S),1,Good,Good,0
22202,Runnymede (Vic.),21370,Campaspe (S),1,Good,Good,0
22203,Rupanyup,27630,Yarriambiack (S),1,Good,Good,0
22204,Rushworth,21370,Campaspe (S),1,Good,Good,0
22205,Russells Bridge,22490,Golden Plains (S),1,Good,Good,0
22206,Rutherglen,23350,Indigo (S),1,Good,Good,0
22207,Ryans,22110,East Gippsland (S),1,Good,Good,0
22208,Ryanston,20740,Bass Coast (S),1,Good,Good,0
22209,Rye,25340,Mornington Peninsula (S),1,Good,Good,0
22210,Rythdale,21450,Cardinia (S),1,Good,Good,0
22211,Safety Beach (Vic.),25340,Mornington Peninsula (S),1,Good,Good,0
22212,Sailors Falls,22910,Hepburn (S),1,Good,Good,0
22213,Sailors Gully,22620,Greater Bendigo (C),1,Good,Good,0
22214,Sailors Hill,22910,Hepburn (S),1,Good,Good,0
22215,Sale,26810,Wellington (S),1,Good,Good,0
22216,Salisbury West,23940,Loddon (S),1,Good,Good,0
22217,Samaria,21010,Benalla (RC),1,Good,Good,0
22218,San Remo (Vic.),20740,Bass Coast (S),1,Good,Good,0
22219,Sandford (Vic.),22410,Glenelg (S),1,Good,Good,0
22220,Sandhill Lake,22250,Gannawarra (S),1,Good,Good,0
22221,Sandhurst,22170,Frankston (C),1,Good,Good,0
22222,Sandon (Vic.),25430,Mount Alexander (S),1,Good,Good,0
22223,Sandringham (Vic.),20910,Bayside (C),1,Good,Good,0
22224,Sandy Creek (Vic.),23350,Indigo (S),1,Good,Good,0
22225,Sandy Point (Vic.),26170,South Gippsland (S),1,Good,Good,0
22226,Sargood,26810,Wellington (S),1,Good,Good,0
22227,Sarsfield,22110,East Gippsland (S),1,Good,Good,0
22228,Sassafras (Vic.),27450,Yarra Ranges (S),1,Good,Good,0
22229,Sawmill Settlement,24250,Mansfield (S),1,Good,Good,0
22230,Scarsdale,22490,Golden Plains (S),1,Good,Good,0
22231,Scoresby,23670,Knox (C),1,Good,Good,0
22232,Scotchmans Lead,20570,Ballarat (C),1,Good,Good,0
22233,Scotsburn,20570,Ballarat (C),0.5992218,Good,Good,0
22233,Scotsburn,25150,Moorabool (S),0.4007782,Good,Good,0
22234,Scotts Creek (Vic.),21830,Corangamite (S),1,Good,Good,0
22235,Sea Lake,21270,Buloke (S),1,Good,Good,0
22236,Seabrook,23110,Hobsons Bay (C),1,Good,Good,0
22237,Seacombe,26810,Wellington (S),1,Good,Good,0
22238,Seaford (Vic.),22170,Frankston (C),1,Good,Good,0
22239,Seaholme,23110,Hobsons Bay (C),1,Good,Good,0
22240,Seaspray,26810,Wellington (S),1,Good,Good,0
22241,Seaton (Vic.),26810,Wellington (S),1,Good,Good,0
22242,Seaview,20830,Baw Baw (S),1,Good,Good,0
22243,Sebastian,22620,Greater Bendigo (C),1,Good,Good,0
22243,Sebastian,23940,Loddon (S),0,Good,Good,1
22244,Sebastopol (Vic.),20570,Ballarat (C),1,Good,Good,0
22245,Seddon (Vic.),24330,Maribyrnong (C),1,Good,Good,0
22246,Sedgwick,22620,Greater Bendigo (C),1,Good,Good,0
22247,Selby,27450,Yarra Ranges (S),1,Good,Good,0
22248,Selwyn (Vic.),20110,Alpine (S),1,Good,Good,0
22249,Separation Creek,21750,Colac-Otway (S),1,Good,Good,0
22250,Serpentine (Vic.),23940,Loddon (S),1,Good,Good,0
22251,Serviceton,26890,West Wimmera (S),1,Good,Good,0
22252,Seville,27450,Yarra Ranges (S),1,Good,Good,0
22253,Seville East,27450,Yarra Ranges (S),1,Good,Good,0
22254,Seymour (Vic.),24850,Mitchell (S),1,Good,Good,0
22255,Shady Creek,20830,Baw Baw (S),1,Good,Good,0
22256,Shays Flat,25810,Northern Grampians (S),0.3076923,Good,Good,0
22256,Shays Flat,25990,Pyrenees (S),0.6923077,Good,Good,0
22257,She Oaks,22490,Golden Plains (S),1,Good,Good,0
22258,Sheans Creek,26430,Strathbogie (S),1,Good,Good,0
22259,Sheep Hills,27630,Yarriambiack (S),1,Good,Good,0
22260,Shelbourne,22620,Greater Bendigo (C),0.8549107,Good,Good,0
22260,Shelbourne,23940,Loddon (S),0.1450893,Good,Good,0
22261,Shelford,22490,Golden Plains (S),1,Good,Good,0
22262,Shelley (Vic.),26670,Towong (S),1,Good,Good,0
22263,Shepherds Flat,22910,Hepburn (S),1,Good,Good,0
22264,Shepparton,22830,Greater Shepparton (C),1,Good,Good,0
22265,Shepparton East,22830,Greater Shepparton (C),1,Good,Good,0
22266,Shepparton North,22830,Greater Shepparton (C),1,Good,Good,0
22267,Sherbrooke,27450,Yarra Ranges (S),1,Good,Good,0
22268,Shoreham,25340,Mornington Peninsula (S),1,Good,Good,0
22269,Sidonia,24130,Macedon Ranges (S),1,Good,Good,0
22270,Silvan,27450,Yarra Ranges (S),1,Good,Good,0
22271,Silverleaves,20740,Bass Coast (S),1,Good,Good,0
22272,Simpson (Vic.),21750,Colac-Otway (S),1e-07,Good,Good,1
22272,Simpson (Vic.),21830,Corangamite (S),0.9999999,Good,Good,0
22273,Simpsons Creek,22110,East Gippsland (S),1,Good,Good,0
22274,Simson,21670,Central Goldfields (S),1,Good,Good,0
22275,Skenes Creek,21750,Colac-Otway (S),1,Good,Good,0
22276,Skenes Creek North,21750,Colac-Otway (S),1,Good,Good,0
22277,Skibo,21830,Corangamite (S),1,Good,Good,0
22278,Skinners Flat,23940,Loddon (S),1,Good,Good,0
22279,Skipton,21830,Corangamite (S),0.875,Good,Good,0
22279,Skipton,25990,Pyrenees (S),0.125,Good,Good,0
22280,Skye (Vic.),22170,Frankston (C),1,Good,Good,0
22281,Slaty Creek,25810,Northern Grampians (S),1,Good,Good,0
22282,Smeaton,22910,Hepburn (S),1,Good,Good,0
22283,Smiths Beach,20740,Bass Coast (S),1,Good,Good,0
22284,Smiths Gully,25710,Nillumbik (S),1,Good,Good,0
22285,Smokeytown,22910,Hepburn (S),1,Good,Good,0
22286,Smoko,20110,Alpine (S),1,Good,Good,0
22287,Smythes Creek,20570,Ballarat (C),0.2096995,Good,Good,0
22287,Smythes Creek,22490,Golden Plains (S),0.7903005,Good,Good,0
22288,Smythesdale,22490,Golden Plains (S),0.9620991,Good,Good,0
22288,Smythesdale,25990,Pyrenees (S),0.0379009,Good,Good,0
22289,Snake Island,26810,Wellington (S),1,Good,Good,0
22290,Snake Valley,25990,Pyrenees (S),1,Good,Good,0
22291,Soldiers Hill (Vic.),20570,Ballarat (C),1,Good,Good,0
22292,Somers,25340,Mornington Peninsula (S),1,Good,Good,0
22293,Somerton (Vic.),23270,Hume (C),1,Good,Good,0
22294,Somerville (Vic.),25340,Mornington Peninsula (S),1,Good,Good,0
22295,Sorrento (Vic.),25340,Mornington Peninsula (S),1,Good,Good,0
22296,South Dudley,20740,Bass Coast (S),1,Good,Good,0
22297,South Geelong,22750,Greater Geelong (C),1,Good,Good,0
22298,South Kingsville,23110,Hobsons Bay (C),1,Good,Good,0
22299,South Melbourne,25900,Port Phillip (C),1,Good,Good,0
22300,South Morang,27070,Whittlesea (C),1,Good,Good,0
22301,South Purrumbete,21830,Corangamite (S),1,Good,Good,0
22302,South Wharf,24600,Melbourne (C),1,Good,Good,0
22303,South Yarra,24600,Melbourne (C),0.1761578,Good,Good,0
22303,South Yarra,26350,Stonnington (C),0.8238422,Good,Good,0
22304,Southbank,24600,Melbourne (C),0.9925162,Good,Good,0
22304,Southbank,25900,Port Phillip (C),0.0074838,Good,Good,1
22305,Southern Cross (Vic.),25490,Moyne (S),1,Good,Good,0
22306,Spargo Creek,25150,Moorabool (S),1,Good,Good,0
22307,Speed,27630,Yarriambiack (S),1,Good,Good,0
22308,Spotswood,23110,Hobsons Bay (C),1,Good,Good,0
22309,Spring Gully (Vic.),22620,Greater Bendigo (C),1,Good,Good,0
22310,Spring Hill (Vic.),22910,Hepburn (S),0.4512821,Good,Good,0
22310,Spring Hill (Vic.),24130,Macedon Ranges (S),0.5487179,Good,Good,0
22311,Springbank,25150,Moorabool (S),1,Good,Good,0
22312,Springdallah,22490,Golden Plains (S),1,Good,Good,0
22313,Springfield (Buloke - Vic.),21270,Buloke (S),1,Good,Good,0
22314,Springfield (Macedon Ranges - Vic.),24130,Macedon Ranges (S),1,Good,Good,0
22315,Springhurst,26700,Wangaratta (RC),1,Good,Good,0
22316,Springmount,22910,Hepburn (S),1,Good,Good,0
22317,Springvale (Vic.),22670,Greater Dandenong (C),1,Good,Good,0
22318,Springvale South,22670,Greater Dandenong (C),1,Good,Good,0
22319,St Albans (Vic.),21180,Brimbank (C),1,Good,Good,0
22320,St Albans Park,22750,Greater Geelong (C),1,Good,Good,0
22321,St Andrews (Vic.),25710,Nillumbik (S),1,Good,Good,0
22322,St Andrews Beach,25340,Mornington Peninsula (S),1,Good,Good,0
22323,St Arnaud,25810,Northern Grampians (S),1,Good,Good,0
22324,St Arnaud East,25810,Northern Grampians (S),1,Good,Good,0
22325,St Arnaud North,25810,Northern Grampians (S),1,Good,Good,0
22326,St Clair (Vic.),20740,Bass Coast (S),1,Good,Good,0
22327,St Germains,22830,Greater Shepparton (C),1,Good,Good,0
22328,St Helena,20660,Banyule (C),1,Acceptable,Good,0
22329,St Helens (Vic.),25490,Moyne (S),1,Good,Good,0
22330,St Helens Plains,23190,Horsham (RC),1,Good,Good,0
22331,St James (Vic.),24900,Moira (S),1,Good,Good,0
22332,St Kilda (Vic.),25900,Port Phillip (C),1,Good,Good,0
22333,St Kilda East,22310,Glen Eira (C),0.3165572,Good,Good,0
22333,St Kilda East,25900,Port Phillip (C),0.6834428,Good,Good,0
22334,St Kilda West,25900,Port Phillip (C),1,Good,Good,0
22335,St Leonards (Vic.),22750,Greater Geelong (C),1,Good,Good,0
22336,Staceys Bridge,26810,Wellington (S),1,Good,Good,0
22337,Staffordshire Reef,22490,Golden Plains (S),1,Good,Good,0
22338,Staghorn Flat,23350,Indigo (S),0.4413793,Good,Good,0
22338,Staghorn Flat,27170,Wodonga (C),0.5586207,Good,Good,0
22339,Stanhope (Vic.),21370,Campaspe (S),1,Good,Good,0
22340,Stanley (Vic.),23350,Indigo (S),1,Good,Good,0
22341,Staughton Vale,22750,Greater Geelong (C),1,Good,Good,0
22342,Stavely,20260,Ararat (RC),1,Good,Good,0
22343,Stawell,25810,Northern Grampians (S),1,Good,Good,0
22344,Steels Creek,27450,Yarra Ranges (S),1,Good,Good,0
22345,Steiglitz (Vic.),22490,Golden Plains (S),1,Good,Good,0
22346,Stewarton (Vic.),21010,Benalla (RC),0.920354,Good,Good,0
22346,Stewarton (Vic.),22830,Greater Shepparton (C),0.079646,Good,Good,0
22347,Stirling (Vic.),22110,East Gippsland (S),1,Good,Good,0
22348,Stockdale,26810,Wellington (S),1,Good,Good,0
22349,Stockyard Hill,25990,Pyrenees (S),1,Good,Good,0
22350,Stonehaven,22490,Golden Plains (S),1,Good,Good,0
22351,Stoneleigh (Vic.),25990,Pyrenees (S),1,Good,Good,0
22352,Stony Creek (Central Goldfields - Vic.),21670,Central Goldfields (S),1,Good,Good,0
22353,Stony Creek (South Gippsland - Vic.),26170,South Gippsland (S),1,Good,Good,0
22354,Stonyford,21750,Colac-Otway (S),0.4,Good,Good,0
22354,Stonyford,21830,Corangamite (S),0.6,Good,Good,0
22355,Stradbroke,26810,Wellington (S),1,Good,Good,0
22356,Strangways,22910,Hepburn (S),0.1162792,Good,Good,0
22356,Strangways,25430,Mount Alexander (S),0.8837208,Good,Good,0
22357,Straten,21270,Buloke (S),1,Good,Good,0
22358,Stratford (Vic.),26810,Wellington (S),1,Good,Good,0
22359,Strath Creek,25620,Murrindindi (S),1,Good,Good,0
22360,Strathallan,21370,Campaspe (S),1,Good,Good,0
22361,Strathbogie,26430,Strathbogie (S),1,Good,Good,0
22362,Strathdale,22620,Greater Bendigo (C),1,Good,Good,0
22363,Strathdownie,22410,Glenelg (S),1,Good,Good,0
22364,Strathewen,25710,Nillumbik (S),1,Good,Good,0
22365,Strathfieldsaye,22620,Greater Bendigo (C),1,Good,Good,0
22366,Strathkellar,26260,Southern Grampians (S),1,Good,Good,0
22367,Strathlea,21670,Central Goldfields (S),0.2608693,Good,Good,0
22367,Strathlea,25430,Mount Alexander (S),0.7391307,Good,Good,0
22368,Strathmerton,24900,Moira (S),1,Good,Good,0
22369,Strathmore (Vic.),25060,Moonee Valley (C),1,Good,Good,0
22370,Strathmore Heights,25060,Moonee Valley (C),1,Good,Good,0
22371,Streatham,20260,Ararat (RC),0.7662338,Good,Good,0
22371,Streatham,25990,Pyrenees (S),0.2337662,Good,Good,0
22372,Strzelecki (Vic.),20830,Baw Baw (S),0.2209302,Good,Good,0
22372,Strzelecki (Vic.),26170,South Gippsland (S),0.7790698,Good,Good,0
22373,Stuart Mill,25810,Northern Grampians (S),1,Good,Good,0
22374,Sugarloaf (Vic.),21750,Colac-Otway (S),1,Good,Good,0
22375,Sugarloaf Creek,24850,Mitchell (S),1,Good,Good,0
22376,Suggan Buggan,22110,East Gippsland (S),1,Good,Good,0
22377,Sulky,20570,Ballarat (C),0.4935065,Good,Good,0
22377,Sulky,22910,Hepburn (S),0.5064935,Good,Good,0
22378,Summerlands,20740,Bass Coast (S),1,Good,Good,0
22379,Sunbury,23270,Hume (C),1,Good,Good,0
22380,Sunday Creek,24850,Mitchell (S),1,Good,Good,0
22381,Sunderland Bay,20740,Bass Coast (S),1,Good,Good,0
22382,Sunset Strip (Vic.),20740,Bass Coast (S),1,Good,Good,0
22383,Sunshine (Vic.),21180,Brimbank (C),1,Good,Good,0
22384,Sunshine North,21180,Brimbank (C),1,Good,Good,0
22385,Sunshine West,21180,Brimbank (C),1,Good,Good,0
22386,Surf Beach (Vic.),20740,Bass Coast (S),1,Good,Good,0
22387,Surrey Hills,21110,Boroondara (C),0.6115727,Good,Good,0
22387,Surrey Hills,26980,Whitehorse (C),0.3884273,Good,Good,0
22388,Sutherland (Vic.),25810,Northern Grampians (S),1,Good,Good,0
22389,Sutherlands Creek,22490,Golden Plains (S),1,Good,Good,0
22390,Sutton (Vic.),21270,Buloke (S),1,Good,Good,0
22391,Sutton Grange,25430,Mount Alexander (S),1,Good,Good,0
22392,Swan Bay (Vic.),22750,Greater Geelong (C),1,Good,Good,0
22393,Swan Hill,26610,Swan Hill (RC),1,Good,Good,0
22394,Swan Hill West,26610,Swan Hill (RC),1,Good,Good,0
22395,Swan Island,26080,Queenscliffe (B),1,Acceptable,Good,0
22396,Swan Marsh,21750,Colac-Otway (S),1,Good,Good,0
22397,Swan Reach (Vic.),22110,East Gippsland (S),1,Good,Good,0
22398,Swanpool,21010,Benalla (RC),1,Good,Good,0
22399,Swanwater,25810,Northern Grampians (S),1,Good,Good,0
22400,Swanwater West,25810,Northern Grampians (S),1,Good,Good,0
22401,Swifts Creek,22110,East Gippsland (S),1,Good,Good,0
22402,Sydenham (Vic.),21180,Brimbank (C),1,Good,Good,0
22403,Sylvaterre,23940,Loddon (S),1,Good,Good,0
22404,Tabberabbera,22110,East Gippsland (S),1,Good,Good,0
22405,Tabilk,26430,Strathbogie (S),1,Good,Good,0
22406,Tabor,26260,Southern Grampians (S),1,Good,Good,0
22407,Taggerty,25620,Murrindindi (S),1,Good,Good,0
22408,Tahara,22410,Glenelg (S),0.3888889,Good,Good,0
22408,Tahara,26260,Southern Grampians (S),0.6111111,Good,Good,0
22409,Tahara Bridge,22410,Glenelg (S),1,Good,Good,0
22410,Tahara West,22410,Glenelg (S),1,Good,Good,0
22411,Talbot (Vic.),21670,Central Goldfields (S),1,Good,Good,0
22412,Talgarno,26670,Towong (S),1,Good,Good,0
22413,Tallandoon,26670,Towong (S),1,Good,Good,0
22414,Tallangatta,26670,Towong (S),1,Good,Good,0
22415,Tallangatta East,26670,Towong (S),1,Good,Good,0
22416,Tallangatta South,26670,Towong (S),1,Good,Good,0
22417,Tallangatta Valley,26670,Towong (S),1,Good,Good,0
22418,Tallarook,24850,Mitchell (S),1,Good,Good,0
22419,Tallygaroopna,22830,Greater Shepparton (C),1,Good,Good,0
22420,Tambo Crossing,22110,East Gippsland (S),1,Good,Good,0
22421,Tambo Upper,22110,East Gippsland (S),1,Good,Good,0
22422,Tamboon,22110,East Gippsland (S),1,Good,Good,0
22423,Tamboritha,26810,Wellington (S),1,Good,Good,0
22424,Taminick,21010,Benalla (RC),1,Good,Good,0
22425,Tamleugh,26430,Strathbogie (S),1,Good,Good,0
22426,Tamleugh North,22830,Greater Shepparton (C),1,Good,Good,0
22427,Tandarook,21830,Corangamite (S),1,Good,Good,0
22428,Tandarra,23940,Loddon (S),1,Good,Good,0
22429,Tangambalanga,23350,Indigo (S),1,Good,Good,0
22430,Tanjil,20830,Baw Baw (S),1,Good,Good,0
22431,Tanjil Bren,20830,Baw Baw (S),1,Good,Good,0
22432,Tanjil South,20830,Baw Baw (S),0.6118298,Good,Good,0
22432,Tanjil South,23810,Latrobe (C) (Vic.),0.3881702,Good,Good,0
22433,Tanwood,25990,Pyrenees (S),1,Good,Good,0
22434,Tanybryn,21750,Colac-Otway (S),1,Good,Good,0
22435,Taradale (Vic.),22910,Hepburn (S),0.0086768,Good,Good,1
22435,Taradale (Vic.),25430,Mount Alexander (S),0.9913232,Good,Good,0
22436,Tarcombe,24850,Mitchell (S),0.5405405,Good,Good,0
22436,Tarcombe,26430,Strathbogie (S),0.4594595,Good,Good,0
22437,Tarilta,22910,Hepburn (S),0.1666666,Good,Good,0
