SA1_MAINCODE_2016,SA1_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
21502147013,21502147013,1,Good,Good,0
21502147014,21502147014,1,Good,Good,0
21502147015,21502147015,1,Good,Good,0
21502147016,21502147016,1,Good,Good,0
21502147017,21502147017,1,Good,Good,0
21502147018,21502147018,1,Good,Good,0
21502147019,21502147019,1,Good,Good,0
21502147020,21502147020,1,Good,Good,0
21502147021,21502147021,1,Good,Good,0
21502147022,21502147022,1,Good,Good,0
21502147023,21502147023,1,Good,Good,0
21502147024,21502147024,1,Good,Good,0
21502147025,21502147025,1,Good,Good,0
21502147026,21502147026,1,Good,Good,0
21502147027,21502147027,1,Good,Good,0
21502147028,21502147028,1,Good,Good,0
21502147029,21502147029,1,Good,Good,0
21502147030,21502147030,1,Good,Good,0
21502147031,21502147031,1,Good,Good,0
21502147032,21502147032,1,Good,Good,0
21503140001,21503140001,1,Good,Good,0
21503140002,21503140002,1,Good,Good,0
21503140003,21503140003,1,Good,Good,0
21503140004,21503140004,1,Good,Good,0
21503140005,21503140005,1,Good,Good,0
21503140006,21503140006,1,Good,Good,0
21503140007,21503140007,1,Good,Good,0
21503140008,21503140008,1,Good,Good,0
21503140009,21503140009,1,Good,Good,0
21503140010,21503140010,1,Good,Good,0
21503140011,21503140011,1,Good,Good,0
21503140012,21503140012,1,Good,Good,0
21503140013,21503140013,1,Good,Good,0
21503140014,21503140014,1,Good,Good,0
21503140015,21503140015,1,Good,Good,0
21503140016,21503140016,1,Good,Good,0
21503140017,21503140017,1,Good,Good,0
21503140018,21503140018,1,Good,Good,0
21503140019,21503140019,1,Good,Good,0
21503140020,21503140020,1,Good,Good,0
21503140021,21503140021,1,Good,Good,0
21503140101,21503140101,1,Good,Good,0
21503140102,21503140102,1,Good,Good,0
21503140103,21503140103,1,Good,Good,0
21503140104,21503140104,1,Good,Good,0
21503140105,21503140105,1,Good,Good,0
21503140106,21503140106,1,Good,Good,0
21503140107,21503140107,1,Good,Good,0
21503140108,21503140108,1,Good,Good,0
21503140109,21503140109,1,Good,Good,0
21503140110,21503140110,1,Good,Good,0
21503140111,21503140111,1,Good,Good,0
21503140112,21503140112,1,Good,Good,0
21503140113,21503140113,1,Good,Good,0
21503140114,21503140114,1,Good,Good,0
21503140115,21503140115,1,Good,Good,0
21503140116,21503140116,1,Good,Good,0
21503140117,21503140117,1,Good,Good,0
21503140118,21503140118,1,Good,Good,0
21503140119,21503140119,1,Good,Good,0
21503140120,21503140120,1,Good,Good,0
21503140121,21503140121,1,Good,Good,0
21503140122,21503140122,1,Good,Good,0
21503140123,21503140123,1,Good,Good,0
21503140201,21503140201,1,Good,Good,0
21503140202,21503140202,1,Good,Good,0
21503140203,21503140203,1,Good,Good,0
21503140204,21503140204,1,Good,Good,0
21503140205,21503140205,1,Good,Good,0
21503140206,21503140206,1,Good,Good,0
21503140207,21503140207,1,Good,Good,0
21503140208,21503140208,1,Good,Good,0
21503140209,21503140209,1,Good,Good,0
21503140210,21503140210,1,Good,Good,0
21503140211,21503140211,1,Good,Good,0
21503140212,21503140212,1,Good,Good,0
21503140213,21503140213,1,Good,Good,0
21503140301,21503140301,1,Good,Good,0
21503140302,21503140302,1,Good,Good,0
21503140303,21503140303,1,Good,Good,0
21503140304,21503140304,1,Good,Good,0
21503140305,21503140305,1,Good,Good,0
21503140306,21503140306,1,Good,Good,0
21503140307,21503140307,1,Good,Good,0
21503140308,21503140308,1,Good,Good,0
21503140309,21503140309,1,Good,Good,0
21503140310,21503140310,1,Good,Good,0
21503140311,21503140311,1,Good,Good,0
21503140312,21503140312,1,Good,Good,0
21503140401,21503140401,1,Good,Good,0
21503140402,21503140402,1,Good,Good,0
21503140403,21503140403,1,Good,Good,0
21503140404,21503140404,1,Good,Good,0
21503140405,21503140405,1,Good,Good,0
21503140406,21503140406,1,Good,Good,0
21503140407,21503140407,1,Good,Good,0
21503140408,21503140408,1,Good,Good,0
21503140409,21503140409,1,Good,Good,0
21503140411,21503140411,1,Good,Good,0
21503140412,21503140412,1,Good,Good,0
21503140413,21503140413,1,Good,Good,0
21503140414,21503140414,1,Good,Good,0
21503140415,21503140415,1,Good,Good,0
21503140416,21503140416,1,Good,Good,0
21503140417,21503140417,1,Good,Good,0
21503140418,21503140418,1,Good,Good,0
21503140419,21503140419,1,Good,Good,0
21503140420,21503140420,1,Good,Good,0
21503140421,21503140421,1,Good,Good,0
21503140422,21503140422,1,Good,Good,0
21503140423,21503140423,1,Good,Good,0
21503140424,21503140424,1,Good,Good,0
21503140425,21503140425,1,Good,Good,0
21503140426,21503140426,1,Good,Good,0
21503140427,21503140427,1,Good,Good,0
21503140428,21503140428,1,Good,Good,0
21503140501,21503140501,1,Good,Good,0
21503140502,21503140502,1,Good,Good,0
21503140503,21503140503,1,Good,Good,0
21503140504,21503140504,1,Good,Good,0
21503140505,21503140505,1,Good,Good,0
21503140506,21503140506,1,Good,Good,0
21503140507,21503140507,1,Good,Good,0
21503140508,21503140508,1,Good,Good,0
21503140509,21503140509,1,Good,Good,0
21503140510,21503140510,1,Good,Good,0
21503140511,21503140511,1,Good,Good,0
21503140512,21503140512,1,Good,Good,0
21503140513,21503140513,1,Good,Good,0
21503140514,21503140514,1,Good,Good,0
21503140515,21503140515,1,Good,Good,0
21503140516,21503140516,1,Good,Good,0
21503140517,21503140517,1,Good,Good,0
21503140518,21503140518,1,Good,Good,0
21503140519,21503140519,1,Good,Good,0
21503140520,21503140520,1,Good,Good,0
21503140521,21503140521,1,Good,Good,0
21503140522,21503140522,1,Good,Good,0
21503140523,21503140523,1,Good,Good,0
21601140601,21601140601,1,Good,Good,0
21601140602,21601140602,1,Good,Good,0
21601140603,21601140603,1,Good,Good,0
21601140604,21601140604,1,Good,Good,0
21601140605,21601140605,1,Good,Good,0
21601140606,21601140606,1,Good,Good,0
21601140607,21601140607,1,Good,Good,0
21601140608,21601140608,1,Good,Good,0
21601140609,21601140609,1,Good,Good,0
21601140610,21601140610,1,Good,Good,0
21601140611,21601140611,1,Good,Good,0
21601140612,21601140612,1,Good,Good,0
21601140613,21601140613,1,Good,Good,0
21601140614,21601140614,1,Good,Good,0
21601140615,21601140615,1,Good,Good,0
21601140616,21601140616,1,Good,Good,0
21601140617,21601140617,1,Good,Good,0
21601140618,21601140618,1,Good,Good,0
21601140619,21601140619,1,Good,Good,0
21601140620,21601140620,1,Good,Good,0
21601140621,21601140621,1,Good,Good,0
21601140622,21601140622,1,Good,Good,0
21601140623,21601140623,1,Good,Good,0
21601140624,21601140624,1,Good,Good,0
21601140625,21601140625,1,Good,Good,0
21601140626,21601140626,1,Good,Good,0
21601140627,21601140627,1,Good,Good,0
21601140628,21601140628,1,Good,Good,0
21601140629,21601140629,1,Good,Good,0
21601140630,21601140630,1,Good,Good,0
21601140631,21601140631,1,Good,Good,0
21601140632,21601140632,1,Good,Good,0
21601140633,21601140633,1,Good,Good,0
21601140634,21601140634,1,Good,Good,0
21601140635,21601140635,1,Good,Good,0
21601140636,21601140636,1,Good,Good,0
21601140637,21601140637,1,Good,Good,0
21601140638,21601140638,1,Good,Good,0
21601140639,21601140639,1,Good,Good,0
21601140640,21601140640,1,Good,Good,0
21601140701,21601140701,1,Good,Good,0
21601140702,21601140702,1,Good,Good,0
21601140703,21601140703,1,Good,Good,0
21601140704,21601140704,1,Good,Good,0
21601140705,21601140705,1,Good,Good,0
21601140706,21601140706,1,Good,Good,0
21601140707,21601140707,1,Good,Good,0
21601140708,21601140708,1,Good,Good,0
21601140709,21601140709,1,Good,Good,0
21601140710,21601140710,1,Good,Good,0
21601140711,21601140711,1,Good,Good,0
21601140712,21601140712,1,Good,Good,0
21601140713,21601140713,1,Good,Good,0
21601140714,21601140714,1,Good,Good,0
21601140715,21601140715,1,Good,Good,0
21601140716,21601140716,1,Good,Good,0
21601140717,21601140717,1,Good,Good,0
21601140718,21601140718,1,Good,Good,0
21601140719,21601140719,1,Good,Good,0
21601140720,21601140720,1,Good,Good,0
21601140721,21601140721,1,Good,Good,0
21601140722,21601140722,1,Good,Good,0
21601140723,21601140723,1,Good,Good,0
21601140724,21601140724,1,Good,Good,0
21601140725,21601140725,1,Good,Good,0
21601140726,21601140726,1,Good,Good,0
21601140727,21601140727,1,Good,Good,0
21601140728,21601140728,1,Good,Good,0
21601140729,21601140729,1,Good,Good,0
21601140730,21601140730,1,Good,Good,0
21601140801,21601140801,1,Good,Good,0
21601140802,21601140802,1,Good,Good,0
21601140803,21601140803,1,Good,Good,0
21601140804,21601140804,1,Good,Good,0
21601140805,21601140805,1,Good,Good,0
21601140806,21601140806,1,Good,Good,0
21601140807,21601140807,1,Good,Good,0
21601140808,21601140808,1,Good,Good,0
21601140809,21601140809,1,Good,Good,0
21601140810,21601140810,1,Good,Good,0
21601140811,21601140811,1,Good,Good,0
21601140812,21601140812,1,Good,Good,0
21601140813,21601140813,1,Good,Good,0
21601140901,21601140901,1,Good,Good,0
21601140902,21601140902,1,Good,Good,0
21601140903,21601140903,1,Good,Good,0
21601140904,21601140904,1,Good,Good,0
21601140905,21601140905,1,Good,Good,0
21601140906,21601140906,1,Good,Good,0
21601140907,21601140907,1,Good,Good,0
21601140908,21601140908,1,Good,Good,0
21601140909,21601140909,1,Good,Good,0
21601140910,21601140910,1,Good,Good,0
21601140911,21601140911,1,Good,Good,0
21601141001,21601141001,1,Good,Good,0
21601141002,21601141002,1,Good,Good,0
21601141003,21601141003,1,Good,Good,0
21601141004,21601141004,1,Good,Good,0
21601141005,21601141005,1,Good,Good,0
21601141006,21601141006,1,Good,Good,0
21601141007,21601141007,1,Good,Good,0
21601141008,21601141008,1,Good,Good,0
21601141009,21601141009,1,Good,Good,0
21601141010,21601141010,1,Good,Good,0
21601141011,21601141011,1,Good,Good,0
21601141012,21601141012,1,Good,Good,0
21601141013,21601141013,1,Good,Good,0
21601141014,21601141014,1,Good,Good,0
21602141101,21602141101,1,Good,Good,0
21602141102,21602141102,1,Good,Good,0
21602141103,21602141103,1,Good,Good,0
21602141104,21602141104,1,Good,Good,0
21602141105,21602141105,1,Good,Good,0
21602141106,21602141106,1,Good,Good,0
21602141107,21602141107,1,Good,Good,0
21602141108,21602141108,1,Good,Good,0
21602141109,21602141109,1,Good,Good,0
21602141110,21602141110,1,Good,Good,0
21602141111,21602141111,1,Good,Good,0
21602141112,21602141112,1,Good,Good,0
21602141113,21602141113,1,Good,Good,0
21602141114,21602141114,1,Good,Good,0
21602141115,21602141115,1,Good,Good,0
21602141116,21602141116,1,Good,Good,0
21602141117,21602141117,1,Good,Good,0
21602141201,21602141201,1,Good,Good,0
21602141202,21602141202,1,Good,Good,0
21602141203,21602141203,1,Good,Good,0
21602141204,21602141204,1,Good,Good,0
21602141205,21602141205,1,Good,Good,0
21602141206,21602141206,1,Good,Good,0
21602141207,21602141207,1,Good,Good,0
21602141208,21602141208,1,Good,Good,0
21602141209,21602141209,1,Good,Good,0
21602141301,21602141301,1,Good,Good,0
21602141302,21602141302,1,Good,Good,0
21602141303,21602141303,1,Good,Good,0
21602141304,21602141304,1,Good,Good,0
21602141305,21602141305,1,Good,Good,0
21602141306,21602141306,1,Good,Good,0
21602141307,21602141307,1,Good,Good,0
21602141308,21602141308,1,Good,Good,0
21602141309,21602141309,1,Good,Good,0
21602141310,21602141310,1,Good,Good,0
21602141311,21602141311,1,Good,Good,0
21602141312,21602141312,1,Good,Good,0
21602141313,21602141313,1,Good,Good,0
21602141314,21602141314,1,Good,Good,0
21602141315,21602141315,1,Good,Good,0
21602141316,21602141316,1,Good,Good,0
21602141317,21602141317,1,Good,Good,0
21602141318,21602141318,1,Good,Good,0
21602141319,21602141319,1,Good,Good,0
21602141320,21602141320,1,Good,Good,0
21602141321,21602141321,1,Good,Good,0
21602141322,21602141322,1,Good,Good,0
21602141323,21602141323,1,Good,Good,0
21602141324,21602141324,1,Good,Good,0
21602141325,21602141325,1,Good,Good,0
21602141326,21602141326,1,Good,Good,0
21602141327,21602141327,1,Good,Good,0
21602141328,21602141328,1,Good,Good,0
21602141329,21602141329,1,Good,Good,0
21602141330,21602141330,1,Good,Good,0
21602141331,21602141331,1,Good,Good,0
21602141332,21602141332,1,Good,Good,0
21602141333,21602141333,1,Good,Good,0
21602141334,21602141334,1,Good,Good,0
21602141335,21602141335,1,Good,Good,0
21602141336,21602141336,1,Good,Good,0
21602141337,21602141337,1,Good,Good,0
21602141338,21602141338,1,Good,Good,0
21602141401,21602141401,1,Good,Good,0
21602141402,21602141402,1,Good,Good,0
21602141403,21602141403,1,Good,Good,0
21602141404,21602141404,1,Good,Good,0
21602141405,21602141405,1,Good,Good,0
21602141406,21602141406,1,Good,Good,0
21602141407,21602141407,1,Good,Good,0
21602141408,21602141408,1,Good,Good,0
21602141409,21602141409,1,Good,Good,0
21602141410,21602141410,1,Good,Good,0
21602141411,21602141411,1,Good,Good,0
21602141413,21602141413,1,Good,Good,0
21602141415,21602141415,1,Good,Good,0
21602141416,21602141416,1,Good,Good,0
21602141417,21602141417,1,Good,Good,0
21602141418,21602141418,1,Good,Good,0
21602141419,21602141419,1,Good,Good,0
21602141420,21602141420,1,Good,Good,0
21602141421,21602141421,1,Good,Good,0
21603141501,21603141501,1,Good,Good,0
21603141502,21603141502,1,Good,Good,0
21603141503,21603141503,1,Good,Good,0
21603141504,21603141504,1,Good,Good,0
21603141505,21603141505,1,Good,Good,0
21603141506,21603141506,1,Good,Good,0
21603141507,21603141507,1,Good,Good,0
21603141508,21603141508,1,Good,Good,0
21603141509,21603141509,1,Good,Good,0
21603141510,21603141510,1,Good,Good,0
21603141511,21603141511,1,Good,Good,0
21603141512,21603141512,1,Good,Good,0
21603141513,21603141513,1,Good,Good,0
21603141514,21603141514,1,Good,Good,0
21603141515,21603141515,1,Good,Good,0
21603141516,21603141516,1,Good,Good,0
21603141518,21603141518,1,Good,Good,0
21603141520,21603141520,1,Good,Good,0
21603141521,21603141521,1,Good,Good,0
21603141522,21603141522,1,Good,Good,0
21603141523,21603141523,1,Good,Good,0
21603141524,21603141524,1,Good,Good,0
21603141525,21603141525,1,Good,Good,0
21603141601,21603141601,1,Good,Good,0
21603141603,21603141603,1,Good,Good,0
21603141604,21603141604,1,Good,Good,0
21603141605,21603141605,1,Good,Good,0
21603141606,21603141606,1,Good,Good,0
21603141607,21603141607,1,Good,Good,0
21603141608,21603141608,1,Good,Good,0
21603141609,21603141609,1,Good,Good,0
21603141610,21603141610,1,Good,Good,0
21603141611,21603141611,1,Good,Good,0
21603141612,21603141612,1,Good,Good,0
21603141613,21603141613,1,Good,Good,0
21603141614,21603141614,1,Good,Good,0
21603141615,21603141615,1,Good,Good,0
21603141616,21603141616,1,Good,Good,0
21603141617,21603141617,1,Good,Good,0
21603141618,21603141618,1,Good,Good,0
21603141619,21603141619,1,Good,Good,0
21603141620,21603141620,1,Good,Good,0
21603141621,21603141621,1,Good,Good,0
21603141622,21603141622,1,Good,Good,0
21603141623,21603141623,1,Good,Good,0
21603141624,21603141624,1,Good,Good,0
21603141625,21603141625,1,Good,Good,0
21603141626,21603141626,1,Good,Good,0
21603141627,21603141627,1,Good,Good,0
21603141628,21603141628,1,Good,Good,0
21603141629,21603141629,1,Good,Good,0
21603141630,21603141630,1,Good,Good,0
21603141631,21603141631,1,Good,Good,0
21603141632,21603141632,1,Good,Good,0
21603141633,21603141633,1,Good,Good,0
21603141634,21603141634,1,Good,Good,0
21603141635,21603141635,1,Good,Good,0
21603141636,21603141636,1,Good,Good,0
21603141637,21603141637,1,Good,Good,0
21603141638,21603141638,1,Good,Good,0
21603141639,21603141639,1,Good,Good,0
21603141640,21603141640,1,Good,Good,0
21603141641,21603141641,1,Good,Good,0
21603141642,21603141642,1,Good,Good,0
21603141643,21603141643,1,Good,Good,0
21603141644,21603141644,1,Good,Good,0
21603141645,21603141645,1,Good,Good,0
21603141646,21603141646,1,Good,Good,0
21603141701,21603159436,1,Good,Good,0
21603141702,21603159410,1,Good,Good,0
21603141703,21603159414,1,Good,Good,0
21603141704,21603159430,1,Good,Good,0
21603141705,21603159431,1,Good,Good,0
21603141706,21603159401,1,Good,Good,0
21603141707,21603159403,1,Good,Good,0
21603141708,21603159409,0.2546215,Poor,Good,0
21603141708,21603159424,0.119053,Poor,Good,0
21603141708,21603159427,0.1677999,Poor,Good,0
21603141708,21603159435,0.1443873,Acceptable,Good,0
21603141708,21603159438,0.3141383,Poor,Good,0
21603141709,21603159315,1,Good,Good,0
21603141710,21603159304,1,Good,Good,0
21603141711,21603159309,1,Good,Good,0
21603141713,21603159318,1,Good,Good,0
21603141714,21603159308,1,Good,Good,0
21603141715,21603159313,1,Good,Good,0
21603141716,21603159306,1,Good,Good,0
21603141718,21603159314,1,Good,Good,0
21603141719,21603159320,1,Good,Good,0
21603141720,21603159440,1,Good,Good,0
21603141721,21603159405,1,Good,Good,0
21603141722,21603159413,1,Good,Good,0
21603141723,21603159429,1,Good,Good,0
21603141724,21603159419,1,Good,Good,0
21603141725,21603159402,1,Good,Good,0
21603141726,21603159416,1,Good,Good,0
21603141727,21603159433,1,Good,Good,0
21603141728,21603159423,1,Good,Good,0
21603141729,21603159426,1,Good,Good,0
21603141730,21603159422,1,Good,Good,0
21603141731,21603159421,1,Good,Good,0
21603141732,21603159439,1,Good,Good,0
21603141733,21603159434,1,Good,Good,0
21603141734,21603159418,1,Good,Good,0
21603141736,21603159311,1,Good,Good,0
21603141737,21603159307,1,Good,Good,0
21603141738,21603159432,1,Good,Good,0
21603141739,21603159417,1,Good,Good,0
21603141740,21603159406,1,Good,Good,0
21603141741,21603159407,1,Good,Good,0
21603141742,21603159420,1,Good,Good,0
21603141743,21603159412,1,Good,Good,0
21603141744,21603159428,1,Good,Good,0
21603141745,21603159425,1,Good,Good,0
21603141746,21603159408,1,Good,Good,0
21603141747,21603159411,1,Good,Good,0
21603141748,21603159404,1,Good,Good,0
21603141749,21603159437,1,Good,Good,0
21603141750,21603159435,1,Acceptable,Good,0
21603141751,21603159303,1,Good,Good,0
21603141752,21603159301,0.513964,Poor,Good,0
21603141752,21603159319,0.486036,Poor,Good,0
21603141753,21603159317,1,Good,Good,0
21603141754,21603159415,1,Good,Good,0
21603141755,21603159305,1,Good,Good,0
21603141756,21603159310,0.2209607,Poor,Good,0
21603141756,21603159316,0.7790393,Acceptable,Good,0
21603141757,21603159302,0.5488967,Poor,Good,0
21603141757,21603159312,0.4511033,Poor,Good,0
21603141801,21603141801,1,Good,Good,0
21603141802,21603141802,1,Good,Good,0
21603141803,21603141803,1,Good,Good,0
21603141804,21603141804,1,Good,Good,0
21603141805,21603141805,1,Good,Good,0
21603141806,21603141806,1,Good,Good,0
21603141807,21603141807,1,Good,Good,0
21603141808,21603141808,1,Good,Good,0
21603141809,21603141809,1,Good,Good,0
21603141810,21603141810,1,Good,Good,0
21603141811,21603141811,1,Good,Good,0
21603141812,21603141812,1,Good,Good,0
21603141813,21603141813,1,Good,Good,0
21603141901,21603141901,1,Good,Good,0
21603141902,21603141902,1,Good,Good,0
21603141903,21603141903,1,Good,Good,0
21603141904,21603141904,1,Good,Good,0
21603141905,21603141905,1,Good,Good,0
21603141906,21603141906,1,Good,Good,0
21603141907,21603141907,1,Good,Good,0
21603141908,21603141908,1,Good,Good,0
21603141909,21603141909,1,Good,Good,0
21603141910,21603141910,1,Good,Good,0
21603141911,21603141911,1,Good,Good,0
21603141912,21603141912,1,Good,Good,0
21603141913,21603141913,1,Good,Good,0
21603141914,21603141914,1,Good,Good,0
21603141915,21603141915,1,Good,Good,0
21603141916,21603141916,1,Good,Good,0
