SA1_MAINCODE_2016,SA1_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
21402137710,21402137710,1,Good,Good,0
21402137711,21402137711,1,Good,Good,0
21402137712,21402137712,1,Good,Good,0
21402137713,21402137713,1,Good,Good,0
21402137714,21402137714,1,Good,Good,0
21402137715,21402137715,1,Good,Good,0
21402137716,21402137716,1,Good,Good,0
21402137717,21402137717,1,Good,Good,0
21402137718,21402137718,1,Good,Good,0
21402137719,21402137719,1,Good,Good,0
21402137720,21402137720,1,Good,Good,0
21402137721,21402137721,1,Good,Good,0
21402137722,21402137722,1,Good,Good,0
21402137723,21402137723,1,Good,Good,0
21402137724,21402137724,1,Good,Good,0
21402137725,21402137725,1,Good,Good,0
21402137801,21402137801,1,Good,Good,0
21402137802,21402137802,1,Good,Good,0
21402137803,21402137803,1,Good,Good,0
21402137804,21402137804,1,Good,Good,0
21402137805,21402137805,1,Good,Good,0
21402137806,21402137806,1,Good,Good,0
21402137807,21402137807,1,Good,Good,0
21402137808,21402137808,1,Good,Good,0
21402137809,21402137809,1,Good,Good,0
21402137810,21402137810,1,Good,Good,0
21402137811,21402137811,1,Good,Good,0
21402137812,21402137812,1,Good,Good,0
21402137813,21402137813,1,Good,Good,0
21402137814,21402137814,1,Good,Good,0
21402137815,21402137815,1,Good,Good,0
21402137816,21402137816,1,Good,Good,0
21402137817,21402137817,1,Good,Good,0
21402137818,21402137818,1,Good,Good,0
21402137901,21402137901,1,Good,Good,0
21402137902,21402137902,1,Good,Good,0
21402137903,21402137903,1,Good,Good,0
21402137904,21402137904,1,Good,Good,0
21402137905,21402137905,1,Good,Good,0
21402137906,21402137951,0.3958689,Poor,Good,0
21402137906,21402137955,0.6041311,Poor,Good,0
21402137907,21402137907,1,Good,Good,0
21402137908,21402137908,1,Good,Good,0
21402137911,21402137952,0.4519655,Poor,Good,0
21402137911,21402137958,0.5480345,Poor,Good,0
21402137912,21402137912,1,Good,Good,0
21402137913,21402137913,1,Good,Good,0
21402137914,21402137914,1,Good,Good,0
21402137915,21402137915,1,Good,Good,0
21402137916,21402137916,1,Good,Good,0
21402137917,21402137917,1,Good,Good,0
21402137918,21402137918,1,Good,Good,0
21402137919,21402137919,1,Good,Good,0
21402137920,21402137920,1,Good,Good,0
21402137921,21402137921,1,Good,Good,0
21402137922,21402137922,1,Good,Good,0
21402137923,21402137923,1,Good,Good,0
21402137924,21402137924,1,Good,Good,0
21402137925,21402137925,1,Good,Good,0
21402137926,21402137926,1,Good,Good,0
21402137927,21402137927,1,Good,Good,0
21402137928,21402137928,1,Good,Good,0
21402137929,21402137929,1,Good,Good,0
21402137930,21402137930,1,Good,Good,0
21402137931,21402137931,1,Good,Good,0
21402137932,21402137932,1,Good,Good,0
21402137933,21402137933,1,Good,Good,0
21402137934,21402137934,1,Good,Good,0
21402137935,21402137935,1,Good,Good,0
21402137936,21402137936,1,Good,Good,0
21402137937,21402137937,1,Good,Good,0
21402137938,21402137938,1,Good,Good,0
21402137939,21402137939,1,Good,Good,0
21402137940,21402137940,1,Good,Good,0
21402137941,21402137954,0.3564987,Poor,Good,0
21402137941,21402137956,0.6435013,Poor,Good,0
21402137942,21402137942,1,Good,Good,0
21402137943,21402137943,1,Good,Good,0
21402137944,21402137953,0.6525845,Poor,Good,0
21402137944,21402137957,0.3474155,Poor,Good,0
21402137945,21402137945,1,Good,Good,0
21402137946,21402137946,1,Good,Good,0
21402137947,21402137947,1,Good,Good,0
21402137948,21402137948,1,Good,Good,0
21402137949,21402137949,1,Good,Good,0
21402137950,21402137950,1,Good,Good,0
21402138001,21402159212,1,Good,Good,0
21402138002,21402159215,1,Good,Good,0
21402138003,21402159119,1,Good,Good,0
21402138004,21402159222,1,Good,Good,0
21402138005,21402159209,1,Good,Good,0
21402138006,21402159202,1,Good,Good,0
21402138007,21402159218,1,Good,Good,0
21402138008,21402159203,1,Good,Good,0
21402138009,21402159206,1,Good,Good,0
21402138010,21402159207,1,Good,Good,0
21402138011,21402159120,1,Good,Good,0
21402138012,21402159104,1,Good,Good,0
21402138013,21402159208,1,Good,Good,0
21402138014,21402159205,1,Good,Good,0
21402138015,21402159216,1,Good,Good,0
21402138016,21402159217,1,Good,Good,0
21402138017,21402159214,1,Good,Good,0
21402138018,21402159220,1,Good,Good,0
21402138019,21402159204,1,Good,Good,0
21402138020,21402159221,1,Good,Good,0
21402138021,21402159210,1,Good,Good,0
21402138022,21402159103,1,Good,Good,0
21402138023,21402159133,1,Good,Good,0
21402138024,21402159127,1,Good,Good,0
21402138025,21402159108,1,Good,Good,0
21402138026,21402159132,1,Good,Good,0
21402138027,21402159129,1,Good,Good,0
21402138028,21402159219,1,Good,Good,0
21402138029,21402159213,1,Good,Good,0
21402138030,21402159201,1,Good,Good,0
21402138031,21402159223,1,Good,Good,0
21402138032,21402159211,1,Good,Good,0
21402138033,21402159118,1,Good,Good,0
21402138034,21402159107,1,Good,Good,0
21402138035,21402159105,1,Good,Good,0
21402138036,21402159134,1,Good,Good,0
21402138037,21402159106,1,Good,Good,0
21402138038,21402159126,1,Good,Good,0
21402138039,21402159110,1,Good,Good,0
21402138040,21402159125,1,Good,Good,0
21402138041,21402159128,1,Good,Good,0
21402138042,21402159116,1,Good,Good,0
21402138043,21402159117,1,Good,Good,0
21402138044,21402159123,1,Good,Good,0
21402138045,21402159109,1,Good,Good,0
21402138046,21402159113,1,Good,Good,0
21402138047,21402159122,1,Good,Good,0
21402138048,21402159102,1,Good,Good,0
21402138049,21402159121,1,Good,Good,0
21402138050,21402159124,1,Good,Good,0
21402138051,21402159131,1,Good,Good,0
21402138052,21402159101,1,Good,Good,0
21402138053,21402159136,1,Good,Good,0
21402138054,21402159111,1,Good,Good,0
21402138055,21402159135,1,Good,Good,0
21402138056,21402159115,1,Good,Good,0
21402138057,21402159114,1,Good,Good,0
21402138058,21402159130,1,Good,Good,0
21402138059,21402159112,1,Good,Good,0
21402138101,21402138101,1,Good,Good,0
21402138102,21402138102,1,Good,Good,0
21402138103,21402138103,1,Good,Good,0
21402138104,21402138104,1,Good,Good,0
21402138105,21402138105,1,Good,Good,0
21402138106,21402138106,1,Good,Good,0
21402138107,21402138107,1,Good,Good,0
21402138108,21402138108,1,Good,Good,0
21402138109,21402138109,1,Good,Good,0
21402138110,21402138110,1,Good,Good,0
21402138111,21402138111,1,Good,Good,0
21402138112,21402138112,1,Good,Good,0
21402138113,21402138113,1,Good,Good,0
21402138114,21402138114,1,Good,Good,0
21402138115,21402138115,1,Good,Good,0
21402138116,21402138116,1,Good,Good,0
21402138117,21402138117,1,Good,Good,0
21402138118,21402138118,1,Good,Good,0
21402138119,21402138119,1,Good,Good,0
21402138120,21402138120,1,Good,Good,0
21402138121,21402138121,1,Good,Good,0
21402138122,21402138122,1,Good,Good,0
21402138123,21402138123,1,Good,Good,0
21402138124,21402138124,1,Good,Good,0
21402138125,21402138125,1,Good,Good,0
21402138126,21402138126,1,Good,Good,0
21402138127,21402138127,1,Good,Good,0
21402138128,21402138128,1,Good,Good,0
21402138129,21402138129,1,Good,Good,0
21402138130,21402138130,1,Good,Good,0
21402138131,21402138131,1,Good,Good,0
21402138132,21402138132,1,Good,Good,0
21402138133,21402138133,1,Good,Good,0
21402138134,21402138134,1,Good,Good,0
21402138135,21402138135,1,Good,Good,0
21402138136,21402138136,1,Good,Good,0
21402138137,21402138137,1,Good,Good,0
21402138138,21402138138,1,Good,Good,0
21402138139,21402138139,1,Good,Good,0
21402138140,21402138140,1,Good,Good,0
21402138141,21402138141,1,Good,Good,0
21402138142,21402138142,1,Good,Good,0
21402138143,21402138143,1,Good,Good,0
21402138144,21402138144,1,Good,Good,0
21402138201,21402138201,1,Good,Good,0
21402138202,21402138202,1,Good,Good,0
21402138203,21402138203,1,Good,Good,0
21402138204,21402138204,1,Good,Good,0
21402138205,21402138205,1,Good,Good,0
21402138206,21402138206,1,Good,Good,0
21402138207,21402138207,1,Good,Good,0
21402138208,21402138208,1,Good,Good,0
21402138209,21402138209,1,Good,Good,0
21402138210,21402138210,1,Good,Good,0
21402138211,21402138211,1,Good,Good,0
21402138212,21402138212,1,Good,Good,0
21402138213,21402138213,1,Good,Good,0
21402138214,21402138214,1,Good,Good,0
21402138215,21402138215,1,Good,Good,0
21402138216,21402138216,1,Good,Good,0
21402138217,21402138217,1,Good,Good,0
21402138218,21402138218,1,Good,Good,0
21402138219,21402138219,1,Good,Good,0
21402138220,21402138220,1,Good,Good,0
21402138221,21402138221,1,Good,Good,0
21402138222,21402138222,1,Good,Good,0
21402138223,21402138223,1,Good,Good,0
21402138224,21402138224,1,Good,Good,0
21402138225,21402138225,1,Good,Good,0
21402138226,21402138226,1,Good,Good,0
21402138227,21402138227,1,Good,Good,0
21402138228,21402138228,1,Good,Good,0
21402138229,21402138229,1,Good,Good,0
21402138230,21402138230,1,Good,Good,0
21402138231,21402138231,1,Good,Good,0
21402138232,21402138232,1,Good,Good,0
21402138233,21402138233,1,Good,Good,0
21402138234,21402138234,1,Good,Good,0
21402138235,21402138235,1,Good,Good,0
21402138236,21402138236,1,Good,Good,0
21402138237,21402138237,1,Good,Good,0
21402138238,21402138238,1,Good,Good,0
21402138239,21402138239,1,Good,Good,0
21402138240,21402138240,1,Good,Good,0
21402138301,21402138301,1,Good,Good,0
21402138302,21402138302,1,Good,Good,0
21402138303,21402138303,1,Good,Good,0
21402138304,21402138304,1,Good,Good,0
21402138305,21402138305,1,Good,Good,0
21402138306,21402138306,1,Good,Good,0
21402138308,21402138308,1,Good,Good,0
21402138309,21402138309,1,Good,Good,0
21402138310,21402138310,1,Good,Good,0
21402138311,21402138311,1,Good,Good,0
21402138312,21402138312,1,Good,Good,0
21402138313,21402138313,1,Good,Good,0
21402138314,21402138314,1,Good,Good,0
21402138315,21402138315,1,Good,Good,0
21402138316,21402138316,1,Good,Good,0
21402138317,21402138317,1,Good,Good,0
21402138318,21402138318,1,Good,Good,0
21402138319,21402138319,1,Good,Good,0
21402138320,21402138320,1,Good,Good,0
21402138321,21402138321,1,Good,Good,0
21402138322,21402138322,1,Good,Good,0
21402138323,21402138323,1,Good,Good,0
21402138324,21402138324,1,Good,Good,0
21402138325,21402138325,1,Good,Good,0
21402138327,21402138327,1,Good,Good,0
21402138328,21402138328,1,Good,Good,0
21402138329,21402138329,1,Good,Good,0
21402138330,21402138330,1,Good,Good,0
21402138331,21402138331,1,Good,Good,0
21402138332,21402138332,1,Good,Good,0
21402138333,21402138333,1,Good,Good,0
21402138334,21402138334,1,Good,Good,0
21402138335,21402138335,1,Good,Good,0
21402138336,21402138336,1,Good,Good,0
21402138337,21402138337,1,Good,Good,0
21402138338,21402138338,1,Good,Good,0
21402138339,21402138339,1,Good,Good,0
21402138340,21402138340,1,Good,Good,0
21402138341,21402138341,1,Good,Good,0
21402138342,21402138342,1,Good,Good,0
21402138343,21402138343,1,Good,Good,0
21402138344,21402138344,1,Good,Good,0
21402138345,21402138345,1,Good,Good,0
21402138346,21402138346,1,Good,Good,0
21402138347,21402138347,1,Good,Good,0
21402138348,21402138348,1,Good,Good,0
21402138401,21402138457,0.3625956,Poor,Good,0
21402138401,21402138467,0.6374044,Poor,Good,0
21402138402,21402138402,1,Good,Good,0
21402138403,21402138403,1,Good,Good,0
21402138404,21402138404,1,Good,Good,0
21402138405,21402138469,0.3217554,Poor,Good,0
21402138405,21402138470,0.6782446,Poor,Good,0
21402138406,21402138406,1,Good,Good,0
21402138407,21402138407,1,Good,Good,0
21402138408,21402138455,0.3321857,Poor,Good,0
21402138408,21402138458,0.6678143,Poor,Good,0
21402138409,21402138409,1,Good,Good,0
21402138410,21402138410,1,Good,Good,0
21402138411,21402138411,1,Good,Good,0
21402138412,21402138412,1,Good,Good,0
21402138413,21402138413,1,Good,Good,0
21402138414,21402138459,0.3957253,Poor,Good,0
21402138414,21402138464,0.2198072,Poor,Good,0
21402138414,21402138468,0.3844675,Poor,Good,0
21402138415,21402138415,1,Good,Good,0
21402138416,21402138460,0.3810567,Poor,Good,0
21402138416,21402138466,0.6189433,Poor,Good,0
21402138417,21402138417,1,Good,Good,0
21402138418,21402138454,0.5513977,Poor,Good,0
21402138418,21402138461,0.4486023,Poor,Good,0
21402138419,21402138419,1,Good,Good,0
21402138420,21402138420,1,Good,Good,0
21402138421,21402138421,1,Good,Good,0
21402138422,21402138422,1,Good,Good,0
21402138424,21402138424,1,Good,Good,0
21402138425,21402138425,1,Good,Good,0
21402138426,21402138426,1,Good,Good,0
21402138427,21402138427,1,Good,Good,0
21402138428,21402138428,1,Good,Good,0
21402138429,21402138463,0.5572372,Poor,Good,0
21402138429,21402138465,0.4427628,Poor,Good,0
21402138430,21402138430,1,Good,Good,0
21402138431,21402138456,0.4853986,Poor,Good,0
21402138431,21402138462,0.5146014,Poor,Good,0
21402138432,21402138432,1,Good,Good,0
21402138433,21402138433,1,Good,Good,0
21402138434,21402138434,1,Good,Good,0
21402138435,21402138435,1,Good,Good,0
21402138436,21402138436,1,Good,Good,0
21402138437,21402138437,1,Good,Good,0
21402138438,21402138438,1,Good,Good,0
21402138439,21402138439,1,Good,Good,0
21402138440,21402138440,1,Good,Good,0
21402138441,21402138441,1,Good,Good,0
21402138442,21402138442,1,Good,Good,0
21402138443,21402138443,1,Good,Good,0
21402138444,21402138444,1,Good,Good,0
21402138445,21402138445,1,Good,Good,0
21402138446,21402138446,1,Good,Good,0
21402138447,21402138447,1,Good,Good,0
21402138448,21402138448,1,Good,Good,0
21402138449,21402138449,1,Good,Good,0
21402138450,21402138450,1,Good,Good,0
21402138451,21402138451,1,Good,Good,0
21402138452,21402138452,1,Good,Good,0
21402138453,21402138453,1,Good,Good,0
21402138501,21402138501,1,Good,Good,0
21402138502,21402138502,1,Good,Good,0
21402138503,21402138503,1,Good,Good,0
21402138504,21402138504,1,Good,Good,0
21402138505,21402138505,1,Good,Good,0
21402138506,21402138506,1,Good,Good,0
21402138507,21402138507,1,Good,Good,0
21402138508,21402138508,1,Good,Good,0
21402138509,21402138509,1,Good,Good,0
21402138510,21402138510,1,Good,Good,0
21402138511,21402138511,1,Good,Good,0
21402138512,21402138512,1,Good,Good,0
21402138513,21402138513,1,Good,Good,0
21402138514,21402138514,1,Good,Good,0
21402138515,21402138515,1,Good,Good,0
21402138516,21402138516,1,Good,Good,0
21402138517,21402138517,1,Good,Good,0
21402138518,21402138518,1,Good,Good,0
21402138519,21402138519,1,Good,Good,0
21402138520,21402138520,1,Good,Good,0
21402138521,21402138521,1,Good,Good,0
21402138522,21402138522,1,Good,Good,0
21402138523,21402138523,1,Good,Good,0
21402138524,21402138524,1,Good,Good,0
21402138525,21402138525,1,Good,Good,0
21402138526,21402138526,1,Good,Good,0
21402138527,21402138527,1,Good,Good,0
21402138528,21402138528,1,Good,Good,0
21402138529,21402138529,1,Good,Good,0
21402138530,21402138530,1,Good,Good,0
21402138531,21402138531,1,Good,Good,0
21402138532,21402138532,1,Good,Good,0
21402138533,21402138533,1,Good,Good,0
21402138534,21402138534,1,Good,Good,0
21402138535,21402138535,1,Good,Good,0
21402138536,21402138536,1,Good,Good,0
21402138537,21402138537,1,Good,Good,0
21402138538,21402138538,1,Good,Good,0
21402138539,21402138539,1,Good,Good,0
21402138540,21402138540,1,Good,Good,0
21402138541,21402138541,1,Good,Good,0
21402138542,21402138542,1,Good,Good,0
21402138543,21402138543,1,Good,Good,0
21402138544,21402138544,1,Good,Good,0
21402138545,21402138545,1,Good,Good,0
21402138546,21402138546,1,Good,Good,0
21402138547,21402138547,1,Good,Good,0
21501138601,21501138601,1,Good,Good,0
21501138602,21501138602,1,Good,Good,0
21501138603,21501138603,1,Good,Good,0
21501138604,21501138604,1,Good,Good,0
21501138605,21501138605,1,Good,Good,0
21501138606,21501138606,1,Good,Good,0
21501138607,21501138607,1,Good,Good,0
21501138608,21501138608,1,Good,Good,0
21501138609,21501138609,1,Good,Good,0
21501138610,21501138610,1,Good,Good,0
21501138611,21501138611,1,Good,Good,0
21501138612,21501138612,1,Good,Good,0
21501138613,21501138613,1,Good,Good,0
21501138614,21501138614,1,Good,Good,0
21501138615,21501138615,1,Good,Good,0
21501138616,21501138616,1,Good,Good,0
21501138617,21501138617,1,Good,Good,0
21501138618,21501138618,1,Good,Good,0
21501138619,21501138619,1,Good,Good,0
21501138620,21501138620,1,Good,Good,0
21501138621,21501138621,1,Good,Good,0
21501138622,21501138622,1,Good,Good,0
21501138623,21501138623,1,Good,Good,0
21501138624,21501138624,1,Good,Good,0
21501138701,21501138701,1,Good,Good,0
21501138702,21501138702,1,Good,Good,0
21501138703,21501138703,1,Good,Good,0
21501138704,21501138704,1,Good,Good,0
21501138705,21501138705,1,Good,Good,0
21501138706,21501138706,1,Good,Good,0
21501138707,21501138707,1,Good,Good,0
21501138708,21501138708,1,Good,Good,0
21501138709,21501138709,1,Good,Good,0
21501138710,21501138710,1,Good,Good,0
21501138801,21501138801,1,Good,Good,0
21501138802,21501138802,1,Good,Good,0
21501138803,21501138803,1,Good,Good,0
21501138804,21501138804,1,Good,Good,0
21501138805,21501138805,1,Good,Good,0
21501138806,21501138806,1,Good,Good,0
21501138807,21501138807,1,Good,Good,0
21501138808,21501138808,1,Good,Good,0
21501138809,21501138809,1,Good,Good,0
21501138810,21501138810,1,Good,Good,0
21501138811,21501138811,1,Good,Good,0
21501138812,21501138812,1,Good,Good,0
21501138813,21501138813,1,Good,Good,0
21501138814,21501138814,1,Good,Good,0
21501138815,21501138815,1,Good,Good,0
21501138816,21501138816,1,Good,Good,0
21501138817,21501138817,1,Good,Good,0
21501138818,21501138818,1,Good,Good,0
21501138819,21501138819,1,Good,Good,0
21501138820,21501138820,1,Good,Good,0
21501138821,21501138821,1,Good,Good,0
21501138822,21501138822,1,Good,Good,0
21501138823,21501138823,1,Good,Good,0
21501138824,21501138824,1,Good,Good,0
21501138825,21501138825,1,Good,Good,0
21501138826,21501138826,1,Good,Good,0
21501138827,21501138827,1,Good,Good,0
21501138828,21501138828,1,Good,Good,0
21501138829,21501138829,1,Good,Good,0
21501138830,21501138830,1,Good,Good,0
21501138831,21501138831,1,Good,Good,0
21501138832,21501138832,1,Good,Good,0
21501138833,21501138833,1,Good,Good,0
21501138834,21501138834,1,Good,Good,0
21501138835,21501138835,1,Good,Good,0
21501138836,21501138836,1,Good,Good,0
21501138837,21501138837,1,Good,Good,0
21501138901,21501138901,1,Good,Good,0
21501138902,21501138902,1,Good,Good,0
21501138903,21501138903,1,Good,Good,0
21501138904,21501138904,1,Good,Good,0
21501138905,21501138905,1,Good,Good,0
21501138906,21501138906,1,Good,Good,0
21501138907,21501138907,1,Good,Good,0
21501138908,21501138908,1,Good,Good,0
21501138909,21501138909,1,Good,Good,0
21501138910,21501138910,1,Good,Good,0
21501138911,21501138911,1,Good,Good,0
21501138912,21501138912,1,Good,Good,0
21501139001,21501139001,1,Good,Good,0
21501139002,21501139002,1,Good,Good,0
21501139003,21501139003,1,Good,Good,0
21501139004,21501139004,1,Good,Good,0
21501139005,21501139005,1,Good,Good,0
21501139006,21501139006,1,Good,Good,0
21501139007,21501139007,1,Good,Good,0
21501139008,21501139008,1,Good,Good,0
21501139009,21501139009,1,Good,Good,0
21501139010,21501139010,1,Good,Good,0
21501139011,21501139011,1,Good,Good,0
21501139012,21501139012,1,Good,Good,0
21501139013,21501139013,1,Good,Good,0
21501139014,21501139014,1,Good,Good,0
21501139015,21501139015,1,Good,Good,0
21501139016,21501139016,1,Good,Good,0
21501139017,21501139017,1,Good,Good,0
21501139018,21501139018,1,Good,Good,0
21501139019,21501139019,1,Good,Good,0
21501139020,21501139020,1,Good,Good,0
21501139021,21501139021,1,Good,Good,0
21501139022,21501139022,1,Good,Good,0
21501139023,21501139023,1,Good,Good,0
21501139024,21501139024,1,Good,Good,0
21501139025,21501139025,1,Good,Good,0
21501139026,21501139026,1,Good,Good,0
21501139027,21501139027,1,Good,Good,0
21501139028,21501139028,1,Good,Good,0
21501139029,21501139029,1,Good,Good,0
21501139030,21501139030,1,Good,Good,0
21501139101,21501139101,1,Good,Good,0
21501139102,21501139102,1,Good,Good,0
21501139103,21501139103,1,Good,Good,0
21501139104,21501139104,1,Good,Good,0
21501139105,21501139105,1,Good,Good,0
21501139106,21501139106,1,Good,Good,0
21501139107,21501139107,1,Good,Good,0
21501139108,21501139108,1,Good,Good,0
21501139109,21501139109,1,Good,Good,0
21501139110,21501139110,1,Good,Good,0
21501139201,21501139201,1,Good,Good,0
21501139202,21501139202,1,Good,Good,0
21501139203,21501139203,1,Good,Good,0
21501139204,21501139204,1,Good,Good,0
21501139205,21501139205,1,Good,Good,0
21501139206,21501139206,1,Good,Good,0
21501139207,21501139207,1,Good,Good,0
21501139208,21501139208,1,Good,Good,0
21501139209,21501139209,1,Good,Good,0
21501139210,21501139210,1,Good,Good,0
21501139211,21501139211,1,Good,Good,0
21501139212,21501139212,1,Good,Good,0
21501139213,21501139213,1,Good,Good,0
21501139214,21501139214,1,Good,Good,0
21501139215,21501139215,1,Good,Good,0
21501139216,21501139216,1,Good,Good,0
21501139217,21501139217,1,Good,Good,0
21501139218,21501139218,1,Good,Good,0
21501139219,21501139219,1,Good,Good,0
21501139220,21501139220,1,Good,Good,0
21501139221,21501139221,1,Good,Good,0
21501139222,21501139222,1,Good,Good,0
21501139223,21501139223,1,Good,Good,0
21501139224,21501139224,1,Good,Good,0
21501139225,21501139225,1,Good,Good,0
21501139226,21501139226,1,Good,Good,0
21501139301,21501139301,1,Good,Good,0
21501139302,21501139302,1,Good,Good,0
21501139303,21501139303,1,Good,Good,0
21501139304,21501139304,1,Good,Good,0
21501139305,21501139305,1,Good,Good,0
21501139306,21501139306,1,Good,Good,0
21501139307,21501139307,1,Good,Good,0
21501139308,21501139308,1,Good,Good,0
21501139309,21501139309,1,Good,Good,0
21501139310,21501139310,1,Good,Good,0
21501139401,21501139401,1,Good,Good,0
21501139402,21501139402,1,Good,Good,0
21501139403,21501139403,1,Good,Good,0
21501139404,21501139404,1,Good,Good,0
21501139405,21501139405,1,Good,Good,0
21501139406,21501139406,1,Good,Good,0
21501139407,21501139407,1,Good,Good,0
21501139408,21501139408,1,Good,Good,0
21501139409,21501139409,1,Good,Good,0
21501139410,21501139410,1,Good,Good,0
21501139411,21501139411,1,Good,Good,0
21501139412,21501139412,1,Good,Good,0
21501139413,21501139413,1,Good,Good,0
21501139414,21501139414,1,Good,Good,0
21501139415,21501139415,1,Good,Good,0
21501139416,21501139416,1,Good,Good,0
21501139417,21501139417,1,Good,Good,0
21501139418,21501139418,1,Good,Good,0
21501139419,21501139419,1,Good,Good,0
21501139420,21501139420,1,Good,Good,0
21501139421,21501139421,1,Good,Good,0
21502139501,21502139501,1,Good,Good,0
21502139502,21502139502,1,Good,Good,0
21502139503,21502139503,1,Good,Good,0
21502139504,21502139523,0.8212453,Acceptable,Good,0
21502139504,21502139524,0.1787547,Poor,Good,0
21502139505,21502139505,1,Good,Good,0
21502139506,21502139506,1,Good,Good,0
21502139507,21502139507,1,Good,Good,0
21502139508,21502139508,1,Good,Good,0
21502139509,21502139509,1,Good,Good,0
21502139511,21502139511,1,Good,Good,0
21502139512,21502139512,1,Good,Good,0
21502139513,21502139513,1,Good,Good,0
21502139514,21502139514,1,Good,Good,0
21502139515,21502139515,1,Good,Good,0
21502139516,21502139516,1,Good,Good,0
21502139517,21502139517,1,Good,Good,0
21502139518,21502139518,1,Good,Good,0
21502139519,21502139519,1,Good,Good,0
21502139520,21502139520,1,Good,Good,0
21502139521,21502139521,1,Good,Good,0
21502139522,21502139522,1,Good,Good,0
21502139601,21502139601,1,Good,Good,0
21502139602,21502139602,1,Good,Good,0
21502139603,21502139603,1,Good,Good,0
21502139604,21502139604,1,Good,Good,0
21502139605,21502139605,1,Good,Good,0
21502139606,21502139606,1,Good,Good,0
21502139607,21502139607,1,Good,Good,0
21502139608,21502139608,1,Good,Good,0
21502139609,21502139609,1,Good,Good,0
21502139610,21502139610,1,Good,Good,0
21502139611,21502139611,1,Good,Good,0
21502139612,21502139612,1,Good,Good,0
21502139613,21502139613,1,Good,Good,0
21502139614,21502139614,1,Good,Good,0
21502139615,21502139615,1,Good,Good,0
21502139801,21502139801,1,Good,Good,0
21502139802,21502139802,1,Good,Good,0
21502139803,21502139803,1,Good,Good,0
21502139804,21502139804,1,Good,Good,0
21502139805,21502139805,1,Good,Good,0
21502139806,21502139806,1,Good,Good,0
21502139807,21502139807,1,Good,Good,0
21502139808,21502139808,1,Good,Good,0
21502139809,21502139809,1,Good,Good,0
21502139810,21502139810,1,Good,Good,0
21502139811,21502139811,1,Good,Good,0
21502139812,21502139812,1,Good,Good,0
21502139813,21502139813,1,Good,Good,0
21502139814,21502139814,1,Good,Good,0
21502139815,21502139815,1,Good,Good,0
21502139901,21502139901,1,Good,Good,0
21502139902,21502139902,1,Good,Good,0
21502139903,21502139903,1,Good,Good,0
21502139904,21502139904,1,Good,Good,0
21502139905,21502139905,1,Good,Good,0
21502139906,21502139906,1,Good,Good,0
21502139907,21502139907,1,Good,Good,0
21502139908,21502139908,1,Good,Good,0
21502139909,21502139909,1,Good,Good,0
21502139910,21502139910,1,Good,Good,0
21502139911,21502139911,1,Good,Good,0
21502139912,21502139912,1,Good,Good,0
21502139913,21502139913,1,Good,Good,0
21502139914,21502139914,1,Good,Good,0
21502139915,21502139915,1,Good,Good,0
21502139916,21502139916,1,Good,Good,0
21502139917,21502139917,1,Good,Good,0
21502146901,21502146901,1,Good,Good,0
21502146902,21502146902,1,Good,Good,0
21502146903,21502146903,1,Good,Good,0
21502146904,21502146904,1,Good,Good,0
21502146905,21502146905,1,Good,Good,0
21502146906,21502146906,1,Good,Good,0
21502146907,21502146907,1,Good,Good,0
21502146908,21502146908,1,Good,Good,0
21502146909,21502146909,1,Good,Good,0
21502146910,21502146910,1,Good,Good,0
21502146911,21502146911,1,Good,Good,0
21502146912,21502146912,1,Good,Good,0
21502146913,21502146913,1,Good,Good,0
21502146914,21502146914,1,Good,Good,0
21502146915,21502146915,1,Good,Good,0
21502146916,21502146916,1,Good,Good,0
21502146917,21502146917,1,Good,Good,0
21502146918,21502146918,1,Good,Good,0
21502146919,21502146919,1,Good,Good,0
21502146920,21502146920,1,Good,Good,0
21502146921,21502146921,1,Good,Good,0
21502146922,21502146922,1,Good,Good,0
21502146923,21502146923,1,Good,Good,0
21502146924,21502146924,1,Good,Good,0
21502146925,21502146925,1,Good,Good,0
21502146926,21502146926,1,Good,Good,0
21502146927,21502146927,1,Good,Good,0
21502146928,21502146928,1,Good,Good,0
21502146929,21502146929,1,Good,Good,0
21502146930,21502146930,1,Good,Good,0
21502146931,21502146931,1,Good,Good,0
21502146932,21502146932,1,Good,Good,0
21502146933,21502146933,1,Good,Good,0
21502146934,21502146934,1,Good,Good,0
21502146935,21502146935,1,Good,Good,0
21502146936,21502146936,1,Good,Good,0
21502146937,21502146937,1,Good,Good,0
21502146938,21502146938,1,Good,Good,0
21502146939,21502146939,1,Good,Good,0
21502146940,21502146940,1,Good,Good,0
21502146941,21502146941,1,Good,Good,0
21502146942,21502146942,1,Good,Good,0
21502146943,21502146943,1,Good,Good,0
21502146944,21502146944,1,Good,Good,0
21502147001,21502147001,1,Good,Good,0
21502147002,21502147002,1,Good,Good,0
21502147003,21502147003,1,Good,Good,0
21502147004,21502147004,1,Good,Good,0
21502147005,21502147005,1,Good,Good,0
21502147006,21502147006,1,Good,Good,0
21502147007,21502147007,1,Good,Good,0
21502147008,21502147008,1,Good,Good,0
21502147009,21502147009,1,Good,Good,0
21502147010,21502147010,1,Good,Good,0
21502147011,21502147011,1,Good,Good,0
21502147012,21502147012,1,Good,Good,0
