LOCALITY_PID_NOV2019,LOCALITY_NAME_NOV2019,SED_CODE_2019,SED_NAME_2019,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW3693,STEWARTS MOUNT,10007,Bathurst,1,Good,Good,0
NSW3694,STEWARTS RIVER,10068,Port Macquarie,1,Good,Good,0
NSW3695,STOCKINBINGAL,10022,Cootamundra,1,Good,Good,0
NSW3696,STOCKRINGTON,10017,Cessnock,1,Good,Good,0
NSW3697,STOCKTON,10058,Newcastle,1,Good,Good,0
NSW3698,STOCKYARD CREEK,10019,Clarence,1,Good,Good,0
NSW3699,STOKERS SIDING,10045,Lismore,1,Good,Good,0
NSW37,ALLANDALE,10017,Cessnock,1,Good,Good,0
NSW370,BINGLEBURRA,10085,Upper Hunter,1,Good,Good,0
NSW3700,STONEHENGE,10061,Northern Tablelands,1,Good,Good,0
NSW3701,STONY CHUTE,10045,Lismore,1,Good,Good,0
NSW3702,STONY CREEK,10026,Dubbo,1,Good,Good,0
NSW3703,STONY CREEK,10009,Bega,1,Good,Good,0
NSW3704,STONY CROSSING,10056,Murray,1,Good,Good,0
NSW3705,STOTTS CREEK,10084,Tweed,1,Good,Good,0
NSW3706,STRATFORD,10085,Upper Hunter,1,Good,Good,0
NSW3707,STRATHCEDAR,10057,Myall Lakes,1,Good,Good,0
NSW3708,STRATHEDEN,10019,Clarence,1,Good,Good,0
NSW3709,STRATHFIELD,10002,Auburn,0,Good,Good,1
NSW3709,STRATHFIELD,10077,Strathfield,1,Good,Good,0
NSW371,BINIGUY,10061,Northern Tablelands,1,Good,Good,0
NSW3710,STRATHFIELD SOUTH,10077,Strathfield,1,Good,Good,0
NSW3711,STROUD,10085,Upper Hunter,1,Good,Good,0
NSW3712,STROUD HILL,10085,Upper Hunter,1,Good,Good,0
NSW3713,STROUD ROAD,10085,Upper Hunter,1,Good,Good,0
NSW3714,STUART TOWN,10026,Dubbo,1,Good,Good,0
NSW3715,STUARTS POINT,10064,Oxley,1,Good,Good,0
NSW3716,STUBBO,10026,Dubbo,1,Good,Good,0
NSW3717,STUD PARK,10056,Murray,1,Good,Good,0
NSW3718,SUFFOLK PARK,10003,Ballina,1,Good,Good,0
NSW3719,SUGARLOAF,10085,Upper Hunter,1,Good,Good,0
NSW372,BINJURA,10053,Monaro,1,Good,Good,0
NSW3720,SUMMER HILL,10085,Upper Hunter,1,Good,Good,0
NSW3721,SUMMER HILL,10078,Summer Hill,1,Good,Good,0
NSW3722,SUMMER HILL CREEK,10063,Orange,1,Good,Good,0
NSW3723,SUMMER ISLAND,10064,Oxley,1,Good,Good,0
NSW3724,SUMMERLAND POINT,10079,Swansea,1,Good,Good,0
NSW3725,SUN VALLEY,10011,Blue Mountains,1,Good,Good,0
NSW3726,SUNNY CORNER,10007,Bathurst,1,Good,Good,0
NSW3728,SUNSHINE,10042,Lake Macquarie,1,Good,Good,0
NSW3729,SUNSHINE BAY,10009,Bega,1,Good,Good,0
NSW373,BINNA BURRA,10003,Ballina,1,Good,Good,0
NSW3730,SUNTOP,10026,Dubbo,1,Good,Good,0
NSW3731,SURF BEACH,10009,Bega,1,Good,Good,0
NSW3732,SURFSIDE,10009,Bega,1,Good,Good,0
NSW3733,SURRY HILLS,10059,Newtown,0.5354058,Acceptable,Good,0
NSW3733,SURRY HILLS,10080,Sydney,0.4645942,Good,Good,0
NSW3734,SUSSEX INLET,10076,South Coast,1,Good,Good,0
NSW3735,SUTHERLAND,10034,Heathcote,0.8278736,Good,Good,0
NSW3735,SUTHERLAND,10052,Miranda,0.1721264,Acceptable,Good,0
NSW3736,SUTTON,10031,Goulburn,0.473301,Good,Good,0
NSW3736,SUTTON,10053,Monaro,0.526699,Good,Good,0
NSW3737,SUTTON FOREST,10031,Goulburn,1,Good,Good,0
NSW3738,SWAN BAY,10069,Port Stephens,1,Good,Good,0
NSW3739,SWAN BAY,10019,Clarence,1,Good,Good,0
NSW374,BINNAWAY,10006,Barwon,1,Good,Good,0
NSW3740,SWAN CREEK,10019,Clarence,1,Good,Good,0
NSW3741,SWAN VALE,10061,Northern Tablelands,1,Good,Good,0
NSW3742,SWANBROOK,10061,Northern Tablelands,1,Good,Good,0
NSW3743,SWANHAVEN,10076,South Coast,1,Good,Good,0
NSW3744,SWANS CROSSING,10068,Port Macquarie,1,Good,Good,0
NSW3745,SWANSEA,10079,Swansea,1,Good,Good,0
NSW3746,SWANSEA HEADS,10079,Swansea,1,Good,Good,0
NSW3747,SWEETMANS CREEK,10017,Cessnock,1,Good,Good,0
NSW3748,SYDENHAM,10035,Heffron,1,Good,Good,0
NSW3749,SYDNEY,10080,Sydney,1,Good,Good,0
NSW375,BINYA,10056,Murray,1,Good,Good,0
NSW3750,SYLVANIA,10052,Miranda,1,Acceptable,Good,0
NSW3751,SYLVANIA WATERS,10052,Miranda,1,Acceptable,Good,0
NSW3752,TABBIL CREEK,10085,Upper Hunter,1,Good,Good,0
NSW3753,TABBIMOBLE,10019,Clarence,1,Good,Good,0
NSW3754,TABBITA,10056,Murray,1,Good,Good,0
NSW3755,TABLE TOP,10001,Albury,1,Good,Good,0
NSW3756,TABULAM,10045,Lismore,1,Good,Good,0
NSW3757,TACOMA,10093,Wyong,1,Good,Good,0
NSW3758,TACOMA SOUTH,10093,Wyong,1,Good,Good,0
NSW3759,TAHLEE,10069,Port Stephens,1,Good,Good,0
NSW3760,TAHMOOR,10091,Wollondilly,1,Good,Good,0
NSW3761,TALARM,10064,Oxley,1,Good,Good,0
NSW3762,TALAWANTA,10006,Barwon,1,Good,Good,0
NSW3763,TALBINGO,10087,Wagga Wagga,1,Good,Good,0
NSW3764,TALLAWANG,10026,Dubbo,1,Good,Good,0
NSW3765,TALLIMBA,10022,Cootamundra,1,Good,Good,0
NSW3766,TALLONG,10031,Goulburn,1,Good,Good,0
NSW3767,TALLOWAL,10076,South Coast,1,Good,Good,0
NSW3768,TALLOWWOOD RIDGE,10064,Oxley,1,Good,Good,0
NSW3769,TALLWOOD,10007,Bathurst,1,Good,Good,0
NSW377,BIRCHGROVE,10004,Balmain,1,Good,Good,0
NSW3770,TALLWOODS VILLAGE,10057,Myall Lakes,1,Good,Good,0
NSW3771,TALMALMO,10001,Albury,1,Good,Good,0
NSW3772,TALOFA,10003,Ballina,1,Good,Good,0
NSW3773,TALOUMBI,10019,Clarence,1,Good,Good,0
NSW3774,TAMARAMA,10021,Coogee,1,Good,Good,0
NSW3775,TAMBAN,10064,Oxley,1,Good,Good,0
NSW3776,TAMBAR SPRINGS,10006,Barwon,0.2977777,Good,Good,0
NSW3776,TAMBAR SPRINGS,10081,Tamworth,0.6488889,Good,Good,0
NSW3776,TAMBAR SPRINGS,10085,Upper Hunter,0.0533334,Good,Good,0
NSW3777,TAMBAROORA,10026,Dubbo,1,Good,Good,0
NSW3778,TAMINDA,10081,Tamworth,1,Good,Good,0
NSW3779,TAMWORTH,10081,Tamworth,1,Good,Good,0
NSW378,BIRDWOOD,10064,Oxley,1,Good,Good,0
NSW3780,TANGLEWOOD,10084,Tweed,1,Good,Good,0
NSW3781,TANILBA BAY,10069,Port Stephens,1,Good,Good,0
NSW3782,TANJA,10009,Bega,1,Good,Good,0
NSW3783,TANNABAR,10006,Barwon,1,Good,Good,0
NSW3784,TANNAS MOUNT,10007,Bathurst,1,Good,Good,0
NSW3785,TANTANGARA,10053,Monaro,1,Good,Good,0
NSW3786,TANTAWANGALO,10009,Bega,1,Good,Good,0
NSW3787,TANTONAN,10056,Murray,1,Good,Good,0
NSW3788,TAPITALLEE,10039,Kiama,1,Good,Good,0
NSW3789,TARA,10022,Cootamundra,1,Good,Good,0
NSW379,BIRGANBIGIL,10056,Murray,1,Good,Good,0
NSW3790,TARADALE,10001,Albury,1,Good,Good,0
NSW3791,TARAGO,10031,Goulburn,1,Good,Good,0
NSW3792,TARALGA,10031,Goulburn,1,Good,Good,0
NSW3793,TARANA,10007,Bathurst,1,Good,Good,0
NSW3794,TARBAN,10045,Lismore,1,Good,Good,0
NSW3795,TARBUCK BAY,10057,Myall Lakes,1,Good,Good,0
NSW3796,TARCUTTA,10087,Wagga Wagga,1,Good,Good,0
NSW3797,TAREE,10057,Myall Lakes,1,Good,Good,0
NSW3798,TAREE SOUTH,10057,Myall Lakes,1,Good,Good,0
NSW3799,TAREN POINT,10052,Miranda,1,Acceptable,Good,0
NSW38,ALLAWAH,10040,Kogarah,1,Acceptable,Good,0
NSW380,BIRMINGHAM GARDENS,10089,Wallsend,1,Good,Good,0
NSW3800,TARLO,10031,Goulburn,1,Good,Good,0
NSW3801,TARRAGANDA,10009,Bega,1,Good,Good,0
NSW3802,TARRAWANNA,10038,Keira,1,Good,Good,0
NSW3803,TARRIARO,10006,Barwon,1,Good,Good,0
NSW3804,TARRO,10089,Wallsend,1,Good,Good,0
NSW3805,TASCOTT,10030,Gosford,1,Good,Good,0
NSW3806,TATHAM,10019,Clarence,0.9121951,Good,Good,0
NSW3806,TATHAM,10045,Lismore,0.0878049,Good,Good,0
NSW3807,TATHRA,10009,Bega,1,Good,Good,0
NSW3808,TATTON,10087,Wagga Wagga,1,Good,Good,0
NSW3809,TAYLORS ARM,10064,Oxley,1,Good,Good,0
NSW381,BIRRIWA,10026,Dubbo,1,Good,Good,0
NSW3810,TAYLORS BEACH,10069,Port Stephens,1,Good,Good,0
NSW3811,TAYLORS FLAT,10031,Goulburn,1,Good,Good,0
NSW3812,TEA GARDENS,10069,Port Stephens,1,Good,Good,0
NSW3813,TELARAH,10049,Maitland,1,Good,Good,0
NSW3814,TELEGRAPH POINT,10068,Port Macquarie,1,Good,Good,0
NSW3815,TELOPEA,10065,Parramatta,1,Acceptable,Good,0
NSW3816,TEMAGOG,10064,Oxley,1,Good,Good,0
NSW3817,TEMORA,10022,Cootamundra,1,Good,Good,0
NSW3818,TEMPE,10035,Heffron,1,Good,Good,0
NSW3819,TEN MILE HOLLOW,10030,Gosford,0.6666667,Good,Good,0
NSW3819,TEN MILE HOLLOW,10033,Hawkesbury,0.3333333,Good,Good,0
NSW382,BIRRONG,10005,Bankstown,1,Acceptable,Good,0
NSW3820,TENAMBIT,10049,Maitland,1,Good,Good,0
NSW3821,TENANDRA,10006,Barwon,1,Good,Good,0
NSW3822,TENNYSON,10033,Hawkesbury,1,Good,Good,0
NSW3823,TENNYSON POINT,10044,Lane Cove,1,Acceptable,Good,0
NSW3824,TENTERDEN,10061,Northern Tablelands,1,Good,Good,0
NSW3825,TENTERFIELD,10045,Lismore,1,Good,Good,0
NSW3826,TERALBA,10042,Lake Macquarie,1,Good,Good,0
NSW3827,TERANIA CREEK,10045,Lismore,1,Good,Good,0
NSW3828,TERARA,10076,South Coast,1,Good,Good,0
NSW3829,TERIDGERIE,10006,Barwon,1,Good,Good,0
NSW383,BISHOPS BRIDGE,10049,Maitland,1,Good,Good,0
NSW3830,TERMEIL,10076,South Coast,1,Good,Good,0
NSW3831,TERRABELLA,10026,Dubbo,1,Good,Good,0
NSW3832,TERRACE CREEK,10045,Lismore,1,Good,Good,0
NSW3833,TERRAGON,10045,Lismore,1,Good,Good,0
NSW3834,TERRAMUNGAMINE,10026,Dubbo,1,Good,Good,0
NSW3835,TERRANORA,10084,Tweed,1,Good,Good,0
NSW3836,TERREEL,10085,Upper Hunter,1,Good,Good,0
NSW3837,TERREY HILLS,10024,Davidson,0.0009881,Acceptable,Good,1
NSW3837,TERREY HILLS,10067,Pittwater,0.9990119,Good,Good,0
NSW3838,TERRIGAL,10082,Terrigal,1,Good,Good,0
NSW3839,TERRY HIE HIE,10061,Northern Tablelands,1,Good,Good,0
NSW384,BITHRAMERE,10081,Tamworth,1,Good,Good,0
NSW3840,TEVEN,10003,Ballina,1,Good,Good,0
NSW3841,TEWINGA,10064,Oxley,1,Good,Good,0
NSW3842,TEXAS,10061,Northern Tablelands,1,Good,Good,0
NSW3843,THALGARRAH,10061,Northern Tablelands,1,Good,Good,0
NSW3844,THARBOGANG,10056,Murray,1,Good,Good,0
NSW3845,THE ANGLE,10053,Monaro,1,Good,Good,0
NSW3846,THE BASIN,10061,Northern Tablelands,1,Good,Good,0
NSW3847,THE BIGHT,10057,Myall Lakes,1,Good,Good,0
NSW3848,THE BRANCH,10085,Upper Hunter,1,Good,Good,0
NSW3849,THE BROTHERS,10053,Monaro,1,Good,Good,0
NSW385,BLACK CREEK,10068,Port Macquarie,1,Good,Good,0
NSW3850,THE CHANNON,10045,Lismore,1,Good,Good,0
NSW3851,THE DEVILS WILDERNESS,10011,Blue Mountains,1,Good,Good,0
NSW3852,THE ENTRANCE,10083,The Entrance,1,Good,Good,0
NSW3853,THE ENTRANCE NORTH,10083,The Entrance,1,Good,Good,0
NSW3854,THE FRESHWATER,10019,Clarence,1,Good,Good,0
NSW3855,THE GAP,10019,Clarence,1,Good,Good,0
NSW3856,THE GAP,10087,Wagga Wagga,1,Good,Good,0
NSW3857,THE GLEN,10045,Lismore,1,Good,Good,0
NSW3858,THE GULF,10019,Clarence,0.5,Good,Good,0
NSW3858,THE GULF,10061,Northern Tablelands,0.5,Good,Good,0
NSW3859,THE HATCH,10068,Port Macquarie,1,Good,Good,0
NSW386,BLACK CREEK,10087,Wagga Wagga,1,Good,Good,0
NSW3860,THE HILL,10058,Newcastle,1,Good,Good,0
NSW3861,THE JUNCTION,10058,Newcastle,1,Good,Good,0
NSW3862,THE LAGOON,10007,Bathurst,1,Good,Good,0
NSW3863,THE MARRA,10006,Barwon,1,Good,Good,0
NSW3864,THE MEADOWS,10007,Bathurst,1,Good,Good,0
NSW3865,THE OAKS,10091,Wollondilly,1,Good,Good,0
NSW3866,THE PILLIGA,10006,Barwon,1,Good,Good,0
NSW3868,THE PINNACLES,10019,Clarence,1,Good,Good,0
NSW3869,THE POCKET,10003,Ballina,1,Good,Good,0
NSW387,BLACK HEAD,10057,Myall Lakes,1,Good,Good,0
NSW3870,THE PONDS,10071,Riverstone,1,Good,Good,0
NSW3871,THE RIDGEWAY,10053,Monaro,1,Good,Good,0
NSW3872,THE RISK,10045,Lismore,1,Good,Good,0
NSW3873,THE ROCK,10087,Wagga Wagga,1,Good,Good,0
NSW3874,THE ROCKS,10007,Bathurst,1,Good,Good,0
NSW3875,THE ROCKS,10080,Sydney,1,Good,Good,0
NSW3876,THE SANDON,10019,Clarence,1,Good,Good,0
NSW3878,THE SLOPES,10033,Hawkesbury,1,Good,Good,0
NSW388,BLACK HILL,10017,Cessnock,0.3703704,Good,Good,0
NSW388,BLACK HILL,10089,Wallsend,0.6296296,Good,Good,0
NSW3880,THE WHITEMAN,10019,Clarence,1,Good,Good,0
NSW3881,THERESA CREEK,10045,Lismore,1,Good,Good,0
NSW3882,THERESA PARK,10091,Wollondilly,1,Good,Good,0
NSW3883,THIRLMERE,10091,Wollondilly,1,Good,Good,0
NSW3884,THIRLDENE,10081,Tamworth,1,Good,Good,0
NSW3885,THIRROUL,10038,Keira,1,Good,Good,0
NSW3886,THORA,10064,Oxley,1,Good,Good,0
NSW3887,THORNLEIGH,10037,Hornsby,0.8627895,Acceptable,Good,0
NSW3887,THORNLEIGH,10041,Ku-ring-gai,0.1372105,Acceptable,Good,0
NSW3888,THORNTON,10049,Maitland,1,Good,Good,0
NSW3889,THRUMSTER,10068,Port Macquarie,1,Good,Good,0
NSW389,BLACK HOLLOW,10006,Barwon,1,Good,Good,0
NSW3890,THUDDUNGRA,10022,Cootamundra,1,Good,Good,0
NSW3891,THULE,10056,Murray,1,Good,Good,0
NSW3892,THUMB CREEK,10064,Oxley,1,Good,Good,0
NSW3893,THURGOONA,10001,Albury,1,Good,Good,0
NSW3894,THYRA,10056,Murray,1,Good,Good,0
NSW3895,TIANJARA,10076,South Coast,1,Good,Good,0
NSW3896,TIBBUC,10085,Upper Hunter,1,Good,Good,0
NSW3897,TIBOOBURRA,10006,Barwon,1,Good,Good,0
NSW3898,TICHBORNE,10063,Orange,1,Good,Good,0
NSW3899,TICHULAR,10026,Dubbo,1,Good,Good,0
NSW39,ALLEENA,10022,Cootamundra,1,Good,Good,0
NSW390,BLACK MOUNTAIN,10061,Northern Tablelands,1,Good,Good,0
NSW3900,TIGHES HILL,10058,Newcastle,1,Good,Good,0
NSW3901,TILBA TILBA,10009,Bega,1,Good,Good,0
NSW3902,TILBUSTER,10061,Northern Tablelands,1,Good,Good,0
NSW3903,TILLIGERRY CREEK,10069,Port Stephens,1,Good,Good,0
NSW3904,TILPA,10006,Barwon,1,Good,Good,0
NSW3905,TIMBARRA,10045,Lismore,1,Good,Good,0
NSW3906,TIMBILLICA,10009,Bega,1,Good,Good,0
NSW3907,TIMBUMBURI,10081,Tamworth,1,Good,Good,0
NSW3908,TIMOR,10085,Upper Hunter,1,Good,Good,0
NSW3909,TINDAREY,10006,Barwon,1,Good,Good,0
NSW391,BLACK RANGE,10009,Bega,1,Good,Good,0
NSW3910,TINDERRY,10053,Monaro,1,Good,Good,0
NSW3911,TINGHA,10061,Northern Tablelands,1,Good,Good,0
NSW3912,TINGIRA HEIGHTS,10018,Charlestown,1,Good,Good,0
NSW3913,TINONEE,10057,Myall Lakes,1,Good,Good,0
NSW3914,TINPOT,10009,Bega,1,Good,Good,0
NSW3915,TINTENBAR,10003,Ballina,1,Good,Good,0
NSW3916,TINTINHULL,10081,Tamworth,1,Good,Good,0
NSW3917,TIONA,10057,Myall Lakes,1,Good,Good,0
NSW3918,TIPPERARY,10057,Myall Lakes,1,Good,Good,0
NSW3919,TIRI,10085,Upper Hunter,1,Good,Good,0
NSW392,BLACK SPRINGS,10007,Bathurst,1,Good,Good,0
NSW3920,TIRRANNAVILLE,10031,Goulburn,1,Good,Good,0
NSW3921,TITAATEE CREEK,10085,Upper Hunter,1,Good,Good,0
NSW3922,TOCAL,10049,Maitland,0.9999998,Good,Good,0
NSW3922,TOCAL,10085,Upper Hunter,2e-07,Good,Good,1
NSW3923,TOCUMWAL,10056,Murray,1,Good,Good,0
NSW3924,TOLLAND,10087,Wagga Wagga,1,Good,Good,0
NSW3925,TOLWONG,10076,South Coast,1,Good,Good,0
NSW3926,TOMAGO,10069,Port Stephens,1,Good,Good,0
NSW3927,TOMAKIN,10009,Bega,1,Good,Good,0
NSW3928,TOMALLA,10085,Upper Hunter,1,Good,Good,0
NSW3929,TOMBONG,10053,Monaro,1,Good,Good,0
NSW3930,TOMBOYE,10053,Monaro,1,Good,Good,0
NSW3931,TOMERONG,10076,South Coast,1,Good,Good,0
NSW3932,TOMEWIN,10084,Tweed,1,Good,Good,0
NSW3933,TOMINGLEY,10026,Dubbo,1,Good,Good,0
NSW3934,TOMS CREEK,10064,Oxley,1,Good,Good,0
NSW3935,TONDERBURINE,10006,Barwon,1,Good,Good,0
NSW3936,TONGARRA,10039,Kiama,1,Good,Good,0
NSW3937,TOOGONG,10063,Orange,1,Good,Good,0
NSW3938,TOOLEYBUC,10056,Murray,1,Good,Good,0
NSW3939,TOOLIJOOA,10039,Kiama,1,Good,Good,0
NSW394,BLACKALLS PARK,10042,Lake Macquarie,1,Good,Good,0
NSW3940,TOOLOOM,10045,Lismore,1,Good,Good,0
NSW3941,TOOLOON,10006,Barwon,1,Good,Good,0
NSW3942,TOOMA,10001,Albury,1,Good,Good,0
NSW3943,TOONGABBIE,10070,Prospect,0.3744037,Acceptable,Good,0
NSW3943,TOONGABBIE,10074,Seven Hills,0.6255963,Acceptable,Good,0
NSW3944,TOONGI,10026,Dubbo,1,Good,Good,0
NSW3945,TOONUMBAR,10045,Lismore,1,Good,Good,0
NSW3946,TOORANIE,10056,Murray,1,Good,Good,0
NSW3947,TOORAWEENAH,10006,Barwon,1,Good,Good,0
NSW3948,TOORMINA,10020,Coffs Harbour,1,Good,Good,0
NSW3949,TOOROOKA,10064,Oxley,1,Good,Good,0
NSW395,BLACKBUTT,10075,Shellharbour,1,Good,Good,0
NSW3950,TOOTHDALE,10009,Bega,1,Good,Good,0
NSW3951,TOOTOOL,10087,Wagga Wagga,1,Good,Good,0
NSW3952,TOOWOON BAY,10083,The Entrance,1,Good,Good,0
NSW3953,TOPI TOPI,10057,Myall Lakes,1,Good,Good,0
NSW3954,TORONTO,10042,Lake Macquarie,1,Good,Good,0
NSW3955,TORRINGTON,10045,Lismore,0.9302326,Good,Good,0
NSW3955,TORRINGTON,10061,Northern Tablelands,0.0697674,Good,Good,0
NSW3956,TORRYBURN,10085,Upper Hunter,1,Good,Good,0
NSW3957,TORRYBURN,10061,Northern Tablelands,1,Good,Good,0
NSW3958,TOTNES VALLEY,10026,Dubbo,1,Good,Good,0
NSW3959,TOTTENHAM,10006,Barwon,1,Good,Good,0
NSW396,BLACKETT,10054,Mount Druitt,1,Good,Good,0
NSW3960,TOUGA,10076,South Coast,1,Good,Good,0
NSW3961,TOUKLEY,10093,Wyong,1,Good,Good,0
NSW3962,TOWALLUM,10019,Clarence,1,Good,Good,0
NSW3963,TOWAMBA,10009,Bega,1,Good,Good,0
NSW3964,TOWNSEND,10019,Clarence,1,Good,Good,0
NSW3965,TOWRADGI,10092,Wollongong,1,Good,Good,0
NSW3966,TOWRANG,10031,Goulburn,1,Good,Good,0
NSW3967,TRALEE,10053,Monaro,1,Good,Good,0
NSW3968,TRANGIE,10026,Dubbo,1,Good,Good,0
NSW3969,TREGEAGLE,10045,Lismore,1,Good,Good,0
NSW397,BLACKHEATH,10011,Blue Mountains,1,Good,Good,0
NSW3970,TREGEAR,10047,Londonderry,1,Good,Good,0
NSW3971,TRENAYR,10019,Clarence,1,Good,Good,0
NSW3972,TREWILGA,10063,Orange,1,Good,Good,0
NSW3973,TRIAMBLE,10026,Dubbo,1,Good,Good,0
NSW3974,TRIANGLE FLAT,10007,Bathurst,1,Good,Good,0
NSW3976,TRUNDLE,10063,Orange,1,Good,Good,0
NSW3977,TRUNGLEY HALL,10022,Cootamundra,1,Good,Good,0
NSW3978,TRUNKEY CREEK,10007,Bathurst,1,Good,Good,0
NSW398,BLACKMANS FLAT,10007,Bathurst,1,Good,Good,0
NSW3980,TUBBAMURRA,10061,Northern Tablelands,1,Good,Good,0
NSW3981,TUBBUL,10022,Cootamundra,1,Good,Good,0
NSW3982,TUCABIA,10019,Clarence,1,Good,Good,0
NSW3983,TUCKI TUCKI,10045,Lismore,1,Good,Good,0
NSW3984,TUCKOMBIL,10003,Ballina,1,Good,Good,0
NSW3985,TUCKURIMBA,10045,Lismore,1,Good,Good,0
NSW3986,TUENA,10031,Goulburn,1,Good,Good,0
NSW3987,TUGGERAH,10083,The Entrance,0.5965061,Good,Good,0
NSW3987,TUGGERAH,10093,Wyong,0.4034939,Good,Good,0
NSW3988,TUGGERAWONG,10093,Wyong,1,Good,Good,0
NSW3989,TUGRABAKH,10085,Upper Hunter,1,Good,Good,0
NSW399,BLACKMANS POINT,10068,Port Macquarie,1,Good,Good,0
NSW3990,TULLAKOOL,10056,Murray,1,Good,Good,0
NSW3991,TULLAMORE,10006,Barwon,0.129717,Good,Good,0
NSW3991,TULLAMORE,10063,Orange,0.870283,Good,Good,0
NSW3992,TULLARWALLA,10076,South Coast,1,Good,Good,0
NSW3993,TULLERA,10045,Lismore,1,Good,Good,0
NSW3994,TULLIBIGEAL,10006,Barwon,1,Good,Good,0
NSW3995,TULLIMBAR,10039,Kiama,1,Good,Good,0
NSW3996,TULLOONA,10061,Northern Tablelands,1,Good,Good,0
NSW3997,TULLYMORGAN,10019,Clarence,1,Good,Good,0
NSW3998,TUMBARUMBA,10001,Albury,1,Good,Good,0
NSW3999,TUMBI UMBI,10083,The Entrance,1,Good,Good,0
NSW4,ABERCROMBIE,10007,Bathurst,1,Good,Good,0
NSW40,ALLGOMERA,10064,Oxley,1,Good,Good,0
NSW400,BLACKSMITHS,10079,Swansea,1,Good,Good,0
NSW4000,TUMBLONG,10022,Cootamundra,1,Good,Good,0
NSW4001,TUMBULGUM,10084,Tweed,1,Good,Good,0
NSW4002,TUMORRAMA,10087,Wagga Wagga,1,Good,Good,0
NSW4003,TUMUT,10087,Wagga Wagga,1,Good,Good,0
NSW4004,TUMUT PLAINS,10087,Wagga Wagga,1,Good,Good,0
NSW4005,TUNCESTER,10045,Lismore,1,Good,Good,0
NSW4006,TUNCURRY,10057,Myall Lakes,1,Good,Good,0
NSW4007,TUNGLEBUNG,10045,Lismore,1,Good,Good,0
NSW4008,TUNTABLE CREEK,10045,Lismore,1,Good,Good,0
NSW4009,TUPPAL,10056,Murray,1,Good,Good,0
NSW401,BLACKTOWN,10010,Blacktown,0.8772056,Acceptable,Good,0
NSW401,BLACKTOWN,10070,Prospect,0.1207556,Acceptable,Good,0
NSW401,BLACKTOWN,10074,Seven Hills,0.0020388,Acceptable,Good,1
NSW4010,TURA BEACH,10009,Bega,1,Good,Good,0
NSW4011,TURILL,10085,Upper Hunter,1,Good,Good,0
NSW4012,TURLINJAH,10009,Bega,1,Good,Good,0
NSW4013,TURNERS FLAT,10064,Oxley,1,Good,Good,0
NSW4014,TURONDALE,10007,Bathurst,1,Good,Good,0
NSW4015,TUROSS,10053,Monaro,1,Good,Good,0
NSW4016,TUROSS HEAD,10009,Bega,1,Good,Good,0
NSW4017,TURRAMURRA,10024,Davidson,0,Acceptable,Good,1
NSW4017,TURRAMURRA,10041,Ku-ring-gai,1,Acceptable,Good,0
NSW4018,TURRAWAN,10006,Barwon,1,Good,Good,0
NSW4019,TURRELLA,10072,Rockdale,1,Good,Good,0
NSW402,BLACKVILLE,10085,Upper Hunter,1,Good,Good,0
NSW4020,TURVEY PARK,10087,Wagga Wagga,1,Good,Good,0
NSW4021,TWEED HEADS,10084,Tweed,1,Good,Good,0
NSW4022,TWEED HEADS SOUTH,10084,Tweed,1,Good,Good,0
NSW4023,TWEED HEADS WEST,10084,Tweed,1,Good,Good,0
NSW4024,TWELVE MILE,10026,Dubbo,1,Good,Good,0
NSW4025,TWELVE MILE CREEK,10069,Port Stephens,1,Good,Good,0
NSW4026,TWELVE MILE PEG,10076,South Coast,1,Good,Good,0
NSW4027,TWENTY FORESTS,10007,Bathurst,1,Good,Good,0
NSW4028,TWIN RIVERS,10061,Northern Tablelands,1,Good,Good,0
NSW4029,TYAGARAH,10003,Ballina,1,Good,Good,0
NSW403,BLACKWALL,10030,Gosford,1,Good,Good,0
NSW4030,TYALGUM,10045,Lismore,1,Good,Good,0
NSW4031,TYALGUM CREEK,10045,Lismore,1,Good,Good,0
NSW4032,TYGALGAH,10084,Tweed,1,Good,Good,0
NSW4033,TYNDALE,10019,Clarence,1,Good,Good,0
NSW4034,TYRINGHAM,10019,Clarence,1,Good,Good,0
NSW4035,UARBRY,10006,Barwon,1,Good,Good,0
NSW4036,UKI,10045,Lismore,1,Good,Good,0
NSW4037,ULAMAMBRI,10006,Barwon,1,Good,Good,0
NSW4038,ULAN,10085,Upper Hunter,1,Good,Good,0
NSW4039,ULLADULLA,10076,South Coast,1,Good,Good,0
NSW404,BLAIR ATHOL,10014,Campbelltown,1,Good,Good,0
NSW4040,ULLAMALLA,10026,Dubbo,1,Good,Good,0
NSW4041,ULMARRA,10019,Clarence,1,Good,Good,0
NSW4042,ULONG,10020,Coffs Harbour,1,Good,Good,0
NSW4043,ULTIMO,10004,Balmain,0.7597784,Good,Good,0
NSW4043,ULTIMO,10080,Sydney,0.2402216,Good,Good,0
NSW4044,UMINA BEACH,10030,Gosford,1,Good,Good,0
NSW4045,UNANDERRA,10092,Wollongong,1,Good,Good,0
NSW4046,UNDERBANK,10085,Upper Hunter,1,Good,Good,0
NSW4047,UNGARIE,10006,Barwon,0.0855615,Good,Good,0
NSW4047,UNGARIE,10022,Cootamundra,0.9144385,Good,Good,0
NSW4048,UNUMGAR,10045,Lismore,1,Good,Good,0
