DZN_CODE_2011,DZN_CODE_2011,LGA_CODE_2018,LGA_CODE_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
212411898,212411898,23270,23270,1,Good,Good,0
212411899,212411899,23270,23270,1,Good,Good,0
212411900,212411900,23270,23270,1,Good,Good,0
212411902,212411902,23270,23270,1,Good,Good,0
212411903,212411903,23270,23270,1,Good,Good,0
212421837,212421837,23270,23270,1,Good,Good,0
212421840,212421840,23270,23270,1,Good,Good,0
212421841,212421841,23270,23270,1,Good,Good,0
212421842,212421842,23270,23270,1,Good,Good,0
212421844,212421844,23270,23270,1,Good,Good,0
212421845,212421845,23270,23270,1,Good,Good,0
212421846,212421846,23270,23270,1,Good,Good,0
212421849,212421849,23270,23270,1,Good,Good,0
212431838,212431838,23270,23270,1,Good,Good,0
212431839,212431839,23270,23270,1,Good,Good,0
212431843,212431843,23270,23270,1,Good,Good,0
212431851,212431851,23270,23270,1,Good,Good,0
212431852,212431852,23270,23270,1,Good,Good,0
212431853,212431853,23270,23270,1,Good,Good,0
212431854,212431854,23270,23270,1,Good,Good,0
212431855,212431855,23270,23270,1,Good,Good,0
212431856,212431856,23270,23270,1,Good,Good,0
212431857,212431857,23270,23270,1,Good,Good,0
212431858,212431858,23270,23270,1,Good,Good,0
212431859,212431859,23270,23270,1,Good,Good,0
212431860,212431860,23270,23270,1,Good,Good,0
212431861,212431861,23270,23270,1,Good,Good,0
212441868,212441868,23270,23270,1,Good,Good,0
212441870,212441870,23270,23270,1,Good,Good,0
212441880,212441880,23270,23270,1,Good,Good,0
212441881,212441881,23270,23270,1,Good,Good,0
212441882,212441882,23270,23270,1,Good,Good,0
212441883,212441883,23270,23270,1,Good,Good,0
212441884,212441884,23270,23270,1,Good,Good,0
212441885,212441885,23270,23270,1,Good,Good,0
212441886,212441886,23270,23270,1,Good,Good,0
212441887,212441887,23270,23270,1,Good,Good,0
212441888,212441888,23270,23270,1,Good,Good,0
212441890,212441890,23270,23270,1,Good,Good,0
212451836,212451836,23270,23270,1,Good,Good,0
212451847,212451847,23270,23270,1,Good,Good,0
212451848,212451848,23270,23270,1,Good,Good,0
212451850,212451850,23270,23270,1,Good,Good,0
212451874,212451874,23270,23270,1,Good,Good,0
212461875,212461875,23270,23270,1,Good,Good,0
212461876,212461876,23270,23270,1,Good,Good,0
212461877,212461877,23270,23270,1,Good,Good,0
212461878,212461878,23270,23270,1,Good,Good,0
212461889,212461889,23270,23270,1,Good,Good,0
212461891,212461891,23270,23270,1,Good,Good,0
212471862,212471862,23270,23270,1,Good,Good,0
212471863,212471863,23270,23270,1,Good,Good,0
212481865,212481865,23270,23270,1,Good,Good,0
212491866,212491866,23270,23270,1,Good,Good,0
212491867,212491867,23270,23270,1,Good,Good,0
212491869,212491869,23270,23270,1,Good,Good,0
212491871,212491871,23270,23270,1,Good,Good,0
212491872,212491872,23270,23270,1,Good,Good,0
212491873,212491873,23270,23270,1,Good,Good,0
212491879,212491879,23270,23270,1,Good,Good,0
212501832,212501832,23270,23270,1,Good,Good,0
212501833,212501833,23270,23270,1,Good,Good,0
212501834,212501834,23270,23270,1,Good,Good,0
212501835,212501835,23270,23270,1,Good,Good,0
212512370,212512370,23670,23670,1,Good,Good,0
212512371,212512371,23670,23670,1,Good,Good,0
212512372,212512372,23670,23670,1,Good,Good,0
212512373,212512373,23670,23670,1,Good,Good,0
212512374,212512374,23670,23670,1,Good,Good,0
212512375,212512375,23670,23670,1,Good,Good,0
212512376,212512376,23670,23670,1,Good,Good,0
212512377,212512377,23670,23670,1,Good,Good,0
212512378,212512378,23670,23670,1,Good,Good,0
212512379,212512379,23670,23670,1,Good,Good,0
212512410,212512410,23670,23670,1,Good,Good,0
212522356,212522356,23670,23670,1,Good,Good,0
212522360,212522360,23670,23670,1,Good,Good,0
212522369,212522369,23670,23670,1,Good,Good,0
212522380,212522380,23670,23670,1,Good,Good,0
212522381,212522381,23670,23670,1,Good,Good,0
212522382,212522382,23670,23670,1,Good,Good,0
212522383,212522383,23670,23670,1,Good,Good,0
212522384,212522384,23670,23670,1,Good,Good,0
212522385,212522385,23670,23670,1,Good,Good,0
212522386,212522386,23670,23670,1,Good,Good,0
212522387,212522387,23670,23670,1,Good,Good,0
212522388,212522388,23670,23670,1,Good,Good,0
212522389,212522389,23670,23670,1,Good,Good,0
212522390,212522390,23670,23670,1,Good,Good,0
212532352,212532352,23670,23670,1,Good,Good,0
212532353,212532353,23670,23670,1,Good,Good,0
212532354,212532354,23670,23670,1,Good,Good,0
212532355,212532355,23670,23670,1,Good,Good,0
212532357,212532357,23670,23670,1,Good,Good,0
212532358,212532358,23670,23670,1,Good,Good,0
212532359,212532359,23670,23670,1,Good,Good,0
212532361,212532361,23670,23670,1,Good,Good,0
212532362,212532362,23670,23670,1,Good,Good,0
212532363,212532363,23670,23670,1,Good,Good,0
212532364,212532364,23670,23670,1,Good,Good,0
212532365,212532365,23670,23670,1,Good,Good,0
212532366,212532366,23670,23670,1,Good,Good,0
212532367,212532367,23670,23670,1,Good,Good,0
212532368,212532368,23670,23670,1,Good,Good,0
212542391,212542391,23670,23670,1,Good,Good,0
212542392,212542392,23670,23670,1,Good,Good,0
212542393,212542393,23670,23670,1,Good,Good,0
212542394,212542394,23670,23670,1,Good,Good,0
212542396,212542396,23670,23670,1,Good,Good,0
212542402,212542402,23670,23670,1,Good,Good,0
212542412,212542412,23670,23670,1,Good,Good,0
212542413,212542413,23670,23670,1,Good,Good,0
212542414,212542414,23670,23670,1,Good,Good,0
212542419,212542419,23670,23670,1,Good,Good,0
212552415,212552415,23670,23670,0.772223,Good,Good,0
212552415,212552415,27450,27450,0.227777,Good,Good,0
212552416,212552416,23670,23670,1,Good,Good,0
212552417,212552417,23670,23670,1,Good,Good,0
212562418,212562418,23670,23670,1,Good,Good,0
212562420,212562420,23670,23670,1,Good,Good,0
212562423,212562423,23670,23670,1,Good,Good,0
212562424,212562424,23670,23670,1,Good,Good,0
212562425,212562425,23670,23670,1,Good,Good,0
212562428,212562428,23670,23670,1,Good,Good,0
212562429,212562429,23670,23670,1,Good,Good,0
212562430,212562430,23670,23670,1,Good,Good,0
212572427,212572427,23670,23670,1,Good,Good,0
212572431,212572431,23670,23670,1,Good,Good,0
212582421,212582421,23670,23670,1,Good,Good,0
212582422,212582422,23670,23670,1,Good,Good,0
212582426,212582426,23670,23670,1,Good,Good,0
212592406,212592406,23670,23670,1,Good,Good,0
212592407,212592407,23670,23670,1,Good,Good,0
212592408,212592408,23670,23670,1,Good,Good,0
212592409,212592409,23670,23670,1,Good,Good,0
212592411,212592411,23670,23670,1,Good,Good,0
212602395,212602395,23670,23670,1,Good,Good,0
212602397,212602397,23670,23670,1,Good,Good,0
212602398,212602398,23670,23670,1,Good,Good,0
212602399,212602399,23670,23670,1,Good,Good,0
212602400,212602400,23670,23670,1,Good,Good,0
212602401,212602401,23670,23670,1,Good,Good,0
212602403,212602403,23670,23670,1,Good,Good,0
212602404,212602404,23670,23670,1,Good,Good,0
212602405,212602405,23670,23670,1,Good,Good,0
212612100,212612100,24210,24210,1,Good,Good,0
212612101,212612101,24210,24210,1,Good,Good,0
212612102,212612102,24210,24210,1,Good,Good,0
212612103,212612103,24210,24210,1,Good,Good,0
212612113,212612113,24210,24210,1,Good,Good,0
212612114,212612114,24210,24210,1,Good,Good,0
212612115,212612115,24210,24210,1,Good,Good,0
212612116,212612116,24210,24210,1,Good,Good,0
212612117,212612117,24210,24210,1,Good,Good,0
212612118,212612118,24210,24210,1,Good,Good,0
212612141,212612141,24210,24210,1,Good,Good,0
212622104,212622104,24210,24210,1,Good,Good,0
212622105,212622105,24210,24210,1,Good,Good,0
212622106,212622106,24210,24210,1,Good,Good,0
212622107,212622107,24210,24210,1,Good,Good,0
212622108,212622108,24210,24210,1,Good,Good,0
212622109,212622109,24210,24210,1,Good,Good,0
212622110,212622110,24210,24210,1,Good,Good,0
212622111,212622111,24210,24210,0.8246074,Good,Good,0
212622111,212622111,27450,27450,0.1753926,Good,Good,0
212622112,212622112,24210,24210,1,Good,Good,0
212632432,212632432,24410,24410,1,Good,Good,0
212632433,212632433,24410,24410,1,Good,Good,0
212632434,212632434,24410,24410,1,Good,Good,0
212632435,212632435,24410,24410,1,Good,Good,0
212632437,212632437,24410,24410,1,Good,Good,0
212632440,212632440,24410,24410,1,Good,Good,0
212642436,212642436,24410,24410,1,Good,Good,0
212642438,212642438,24410,24410,1,Good,Good,0
212642441,212642441,24410,24410,1,Good,Good,0
212642442,212642442,24410,24410,1,Good,Good,0
212642443,212642443,24410,24410,1,Good,Good,0
212642444,212642444,24410,24410,1,Good,Good,0
212642445,212642445,24410,24410,1,Good,Good,0
212642446,212642446,24410,24410,1,Good,Good,0
212642447,212642447,24410,24410,1,Good,Good,0
212642448,212642448,24410,24410,1,Good,Good,0
212642449,212642449,24410,24410,1,Good,Good,0
212642450,212642450,24410,24410,1,Good,Good,0
212642451,212642451,24410,24410,1,Good,Good,0
212642452,212642452,24410,24410,1,Good,Good,0
212642453,212642453,24410,24410,1,Good,Good,0
212642454,212642454,24410,24410,1,Good,Good,0
212642455,212642455,24410,24410,1,Good,Good,0
212642456,212642456,24410,24410,1,Good,Good,0
212642457,212642457,24410,24410,1,Good,Good,0
212642458,212642458,24410,24410,1,Good,Good,0
212642459,212642459,24410,24410,1,Good,Good,0
212642460,212642460,24410,24410,1,Good,Good,0
212642473,212642473,24410,24410,1,Good,Good,0
212652461,212652461,24410,24410,1,Good,Good,0
212652462,212652462,24410,24410,1,Good,Good,0
212652463,212652463,24410,24410,1,Good,Good,0
212652464,212652464,24410,24410,1,Good,Good,0
212652465,212652465,24410,24410,1,Good,Good,0
212652466,212652466,24410,24410,1,Good,Good,0
212662476,212662476,24410,24410,1,Good,Good,0
212662479,212662479,24410,24410,1,Good,Good,0
212662480,212662480,24410,24410,1,Good,Good,0
212662481,212662481,24410,24410,1,Good,Good,0
212662482,212662482,24410,24410,1,Good,Good,0
212662483,212662483,24410,24410,1,Good,Good,0
212662484,212662484,24410,24410,1,Good,Good,0
212662485,212662485,24410,24410,1,Good,Good,0
212662486,212662486,24410,24410,1,Good,Good,0
212662487,212662487,24410,24410,1,Good,Good,0
212662488,212662488,24410,24410,1,Good,Good,0
212662489,212662489,24410,24410,1,Good,Good,0
212662490,212662490,24410,24410,1,Good,Good,0
212662491,212662491,24410,24410,1,Good,Good,0
212662492,212662492,24410,24410,1,Good,Good,0
212662493,212662493,24410,24410,1,Good,Good,0
212662494,212662494,24410,24410,1,Good,Good,0
212672439,212672439,24410,24410,1,Good,Good,0
212672467,212672467,24410,24410,1,Good,Good,0
212672468,212672468,24410,24410,1,Good,Good,0
212672469,212672469,24410,24410,1,Good,Good,0
212672470,212672470,24410,24410,1,Good,Good,0
212672471,212672471,24410,24410,1,Good,Good,0
212672472,212672472,24410,24410,1,Good,Good,0
212672474,212672474,24410,24410,1,Good,Good,0
212672475,212672475,24410,24410,1,Good,Good,0
212672477,212672477,24410,24410,1,Good,Good,0
212672478,212672478,24410,24410,1,Good,Good,0
212682495,212682495,24410,24410,1,Good,Good,0
212682496,212682496,24410,24410,1,Good,Good,0
212682497,212682497,24410,24410,1,Good,Good,0
212692297,212692297,26980,26980,1,Good,Good,0
212692299,212692299,26980,26980,1,Good,Good,0
212692319,212692319,26980,26980,1,Good,Good,0
212692321,212692321,26980,26980,1,Good,Good,0
212692322,212692322,26980,26980,1,Good,Good,0
212692323,212692323,26980,26980,1,Good,Good,0
212692324,212692324,26980,26980,1,Good,Good,0
212702301,212702301,26980,26980,1,Good,Good,0
212702304,212702304,26980,26980,1,Good,Good,0
212702305,212702305,26980,26980,1,Good,Good,0
212702306,212702306,26980,26980,1,Good,Good,0
212702307,212702307,26980,26980,1,Good,Good,0
212702308,212702308,26980,26980,1,Good,Good,0
212702309,212702309,26980,26980,1,Good,Good,0
212702310,212702310,26980,26980,1,Good,Good,0
212702311,212702311,26980,26980,1,Good,Good,0
212702312,212702312,26980,26980,1,Good,Good,0
212712314,212712314,26980,26980,1,Good,Good,0
212712315,212712315,26980,26980,1,Good,Good,0
212712316,212712316,26980,26980,1,Good,Good,0
212712317,212712317,24210,24210,0.1851383,Good,Good,0
212712317,212712317,26980,26980,0.8148617,Good,Good,0
212712325,212712325,26980,26980,1,Good,Good,0
212712327,212712327,26980,26980,1,Good,Good,0
212712328,212712328,26980,26980,1,Good,Good,0
212712329,212712329,26980,26980,1,Good,Good,0
212712350,212712350,26980,26980,1,Good,Good,0
212722298,212722298,26980,26980,1,Good,Good,0
212722300,212722300,26980,26980,1,Good,Good,0
212722302,212722302,26980,26980,1,Good,Good,0
212722303,212722303,24410,24410,0.119673,Good,Good,0
212722303,212722303,26980,26980,0.880327,Good,Good,0
212722313,212722313,26980,26980,1,Good,Good,0
212732293,212732293,26980,26980,1,Good,Good,0
212732294,212732294,26980,26980,1,Good,Good,0
212732295,212732295,26980,26980,1,Good,Good,0
212732296,212732296,26980,26980,1,Good,Good,0
212742508,212742508,27450,27450,1,Good,Good,0
212742509,212742509,21450,21450,0.061737,Good,Good,0
212742509,212742509,27450,27450,0.938263,Good,Good,0
212742510,212742510,27450,27450,1,Good,Good,0
212752520,212752520,27450,27450,1,Good,Good,0
212752536,212752536,27450,27450,1,Good,Good,0
212752550,212752550,27450,27450,1,Good,Good,0
212752551,212752551,27450,27450,1,Good,Good,0
212752552,212752552,27450,27450,1,Good,Good,0
212762553,212762553,27450,27450,1,Good,Good,0
212762554,212762554,27450,27450,1,Good,Good,0
212762555,212762555,27450,27450,1,Good,Good,0
212762556,212762556,27450,27450,1,Good,Good,0
212762557,212762557,27450,27450,1,Good,Good,0
212762558,212762558,27450,27450,1,Good,Good,0
212762559,212762559,27450,27450,1,Good,Good,0
212772521,212772521,27450,27450,1,Good,Good,0
212772522,212772522,27450,27450,1,Good,Good,0
212772524,212772524,27450,27450,1,Good,Good,0
212772527,212772527,27450,27450,1,Good,Good,0
212782531,212782531,27450,27450,1,Good,Good,0
212782538,212782538,27450,27450,1,Good,Good,0
212782539,212782539,27450,27450,1,Good,Good,0
212782540,212782540,27450,27450,1,Good,Good,0
212782543,212782543,27450,27450,1,Good,Good,0
212782544,212782544,27450,27450,1,Good,Good,0
212782545,212782545,27450,27450,1,Good,Good,0
212782546,212782546,27450,27450,1,Good,Good,0
212782547,212782547,27450,27450,1,Good,Good,0
212782548,212782548,27450,27450,1,Good,Good,0
212782549,212782549,27450,27450,1,Good,Good,0
212782566,212782566,27450,27450,1,Good,Good,0
212782568,212782568,27450,27450,1,Good,Good,0
212782569,212782569,27450,27450,1,Good,Good,0
212782570,212782570,27450,27450,1,Good,Good,0
212792560,212792560,27450,27450,1,Good,Good,0
212792561,212792561,27450,27450,1,Good,Good,0
212792562,212792562,27450,27450,1,Good,Good,0
212792563,212792563,27450,27450,1,Good,Good,0
212792572,212792572,27450,27450,1,Good,Good,0
212792573,212792573,27450,27450,1,Good,Good,0
212802525,212802525,27450,27450,1,Good,Good,0
212802526,212802526,27450,27450,1,Good,Good,0
212802528,212802528,27450,27450,1,Good,Good,0
212802542,212802542,27450,27450,1,Good,Good,0
212812523,212812523,27450,27450,1,Good,Good,0
212812534,212812534,27450,27450,1,Good,Good,0
212812535,212812535,27450,27450,1,Good,Good,0
212812537,212812537,27450,27450,1,Good,Good,0
212812541,212812541,27450,27450,1,Good,Good,0
212822513,212822513,27450,27450,1,Good,Good,0
212822514,212822514,27450,27450,1,Good,Good,0
212822515,212822515,27450,27450,1,Good,Good,0
212822516,212822516,27450,27450,1,Good,Good,0
212822517,212822517,27450,27450,1,Good,Good,0
212822518,212822518,27450,27450,1,Good,Good,0
212822519,212822519,27450,27450,1,Good,Good,0
212832529,212832529,27450,27450,1,Good,Good,0
212832530,212832530,27450,27450,1,Good,Good,0
212832532,212832532,27450,27450,1,Good,Good,0
212842511,212842511,27450,27450,1,Good,Good,0
212842512,212842512,27450,27450,1,Good,Good,0
212852533,212852533,27450,27450,1,Good,Good,0
212852564,212852564,27450,27450,1,Good,Good,0
212852565,212852565,27450,27450,1,Good,Good,0
212852567,212852567,27450,27450,1,Good,Good,0
212852571,212852571,27450,27450,1,Good,Good,0
212852574,212852574,27450,27450,1,Good,Good,0
212862498,212862498,27450,27450,1,Good,Good,0
212862499,212862499,27450,27450,1,Good,Good,0
212862500,212862500,27450,27450,1,Good,Good,0
212862501,212862501,27450,27450,1,Good,Good,0
212862502,212862502,27450,27450,1,Good,Good,0
212862503,212862503,27450,27450,1,Good,Good,0
212862504,212862504,27450,27450,1,Good,Good,0
212862505,212862505,27450,27450,1,Good,Good,0
212862506,212862506,27450,27450,1,Good,Good,0
212862507,212862507,27450,27450,1,Good,Good,0
212863731,212863731,27450,27450,1,Good,Good,0
212872949,212872949,21450,21450,1,Good,Good,0
212872950,212872950,21450,21450,1,Good,Good,0
212872951,212872951,21450,21450,1,Good,Good,0
212872952,212872952,21450,21450,1,Good,Good,0
212872953,212872953,21450,21450,1,Good,Good,0
212872973,212872973,21450,21450,1,Good,Good,0
212882927,212882927,21450,21450,1,Good,Good,0
212882928,212882928,21450,21450,1,Good,Good,0
212882929,212882929,21450,21450,1,Good,Good,0
212882930,212882930,21450,21450,1,Good,Good,0
212882943,212882943,21450,21450,1,Good,Good,0
212882944,212882944,21450,21450,1,Good,Good,0
212882945,212882945,21450,21450,1,Good,Good,0
212882946,212882946,21450,21450,1,Good,Good,0
212882947,212882947,21450,21450,1,Good,Good,0
212892931,212892931,21450,21450,1,Good,Good,0
212892932,212892932,21450,21450,1,Good,Good,0
212892933,212892933,21450,21450,1,Good,Good,0
212892934,212892934,21450,21450,1,Good,Good,0
212892935,212892935,21450,21450,1,Good,Good,0
212892936,212892936,21450,21450,0.7638887,Good,Good,0
212892936,212892936,27450,27450,0.2361113,Good,Good,0
212892937,212892937,21450,21450,1,Good,Good,0
212892938,212892938,21450,21450,1,Good,Good,0
212892939,212892939,21450,21450,1,Good,Good,0
212892940,212892940,21450,21450,1,Good,Good,0
212892941,212892941,21450,21450,1,Good,Good,0
212892942,212892942,21450,21450,1,Good,Good,0
212902948,212902948,21450,21450,1,Good,Good,0
212902974,212902974,21450,21450,1,Good,Good,0
212902975,212902975,21450,21450,1,Good,Good,0
212902976,212902976,21450,21450,1,Good,Good,0
212902977,212902977,21450,21450,1,Good,Good,0
212902978,212902978,21450,21450,1,Good,Good,0
212912954,212912954,21450,21450,1,Good,Good,0
212912956,212912956,21450,21450,1,Good,Good,0
212912961,212912961,21450,21450,1,Good,Good,0
212912962,212912962,21450,21450,1,Good,Good,0
212912963,212912963,21450,21450,1,Good,Good,0
212912964,212912964,21450,21450,1,Good,Good,0
212912969,212912969,21450,21450,1,Good,Good,0
212912970,212912970,21450,21450,1,Good,Good,0
212922955,212922955,21450,21450,1,Good,Good,0
212922957,212922957,21450,21450,1,Good,Good,0
212922958,212922958,21450,21450,1,Good,Good,0
212922959,212922959,21450,21450,1,Good,Good,0
212922960,212922960,21450,21450,1,Good,Good,0
212922965,212922965,21450,21450,1,Good,Good,0
212922966,212922966,21450,21450,1,Good,Good,0
212922967,212922967,21450,21450,1,Good,Good,0
212922968,212922968,21450,21450,1,Good,Good,0
212922971,212922971,21450,21450,1,Good,Good,0
212922972,212922972,21450,21450,1,Good,Good,0
212932981,212932981,21610,21610,1,Good,Good,0
212932983,212932983,21610,21610,1,Good,Good,0
212932984,212932984,21610,21610,1,Good,Good,0
212932985,212932985,21610,21610,1,Good,Good,0
212932987,212932987,21610,21610,1,Good,Good,0
212932988,212932988,21610,21610,1,Good,Good,0
212932989,212932989,21610,21610,1,Good,Good,0
212932999,212932999,21610,21610,1,Good,Good,0
212933002,212933002,21610,21610,1,Good,Good,0
212942979,212942979,21610,21610,1,Good,Good,0
212942986,212942986,21610,21610,1,Good,Good,0
212942994,212942994,21610,21610,1,Good,Good,0
212943062,212943062,21610,21610,1,Good,Good,0
212953032,212953032,21610,21610,1,Good,Good,0
212953041,212953041,21610,21610,1,Good,Good,0
212953042,212953042,21610,21610,1,Good,Good,0
212953043,212953043,21610,21610,1,Good,Good,0
212963044,212963044,21610,21610,1,Good,Good,0
212963045,212963045,21610,21610,1,Good,Good,0
212963046,212963046,21610,21610,1,Good,Good,0
212963047,212963047,21610,21610,1,Good,Good,0
212963048,212963048,21610,21610,1,Good,Good,0
212963049,212963049,21610,21610,1,Good,Good,0
212973033,212973033,21610,21610,1,Good,Good,0
212973034,212973034,21610,21610,1,Good,Good,0
212973035,212973035,21610,21610,1,Good,Good,0
212973036,212973036,21610,21610,1,Good,Good,0
212973037,212973037,21610,21610,1,Good,Good,0
212973038,212973038,21610,21610,1,Good,Good,0
212973040,212973040,21610,21610,1,Good,Good,0
212982995,212982995,21610,21610,1,Good,Good,0
212982996,212982996,21610,21610,1,Good,Good,0
212982997,212982997,21610,21610,1,Good,Good,0
212982998,212982998,21610,21610,1,Good,Good,0
212983000,212983000,21610,21610,1,Good,Good,0
212983001,212983001,21610,21610,1,Good,Good,0
212992982,212992982,21610,21610,1,Good,Good,0
212993003,212993003,21610,21610,1,Good,Good,0
212993004,212993004,21610,21610,1,Good,Good,0
212993005,212993005,21610,21610,0.9948252,Good,Good,0
212993005,212993005,27450,27450,0.0051748,Good,Good,1
212993006,212993006,21610,21610,1,Good,Good,0
212993030,212993030,21610,21610,1,Good,Good,0
212993031,212993031,21610,21610,1,Good,Good,0
212993039,212993039,21610,21610,1,Good,Good,0
213003012,213003012,21610,21610,1,Good,Good,0
213003013,213003013,21610,21610,1,Good,Good,0
213003014,213003014,21610,21610,1,Good,Good,0
213003015,213003015,21610,21610,1,Good,Good,0
213003016,213003016,21610,21610,1,Good,Good,0
213003017,213003017,21610,21610,1,Good,Good,0
213003018,213003018,21610,21610,1,Good,Good,0
213003019,213003019,21610,21610,1,Good,Good,0
213003020,213003020,21610,21610,1,Good,Good,0
213013008,213013008,21610,21610,1,Good,Good,0
213013009,213013009,21610,21610,1,Good,Good,0
213013061,213013061,21610,21610,1,Good,Good,0
213023021,213023021,21610,21610,1,Good,Good,0
213023022,213023022,21610,21610,1,Good,Good,0
213023023,213023023,21610,21610,1,Good,Good,0
213033007,213033007,21610,21610,1,Good,Good,0
213033054,213033054,21610,21610,1,Good,Good,0
213033056,213033056,21610,21610,1,Good,Good,0
213033057,213033057,21610,21610,1,Good,Good,0
213033058,213033058,21610,21610,1,Good,Good,0
213033059,213033059,21610,21610,1,Good,Good,0
213043010,213043010,21610,21610,1,Good,Good,0
213043011,213043011,21610,21610,1,Good,Good,0
213053025,213053025,21610,21610,1,Good,Good,0
213053027,213053027,21610,21610,1,Good,Good,0
213053028,213053028,21610,21610,1,Good,Good,0
213053029,213053029,21610,21610,1,Good,Good,0
213063024,213063024,21610,21610,1,Good,Good,0
213063026,213063026,21610,21610,1,Good,Good,0
213072980,213072980,21610,21610,1,Good,Good,0
213072990,213072990,21610,21610,1,Good,Good,0
213072991,213072991,21610,21610,1,Good,Good,0
213072992,213072992,21610,21610,1,Good,Good,0
213072993,213072993,21610,21610,1,Good,Good,0
213083050,213083050,21610,21610,1,Good,Good,0
213083051,213083051,21610,21610,1,Good,Good,0
213083052,213083052,21610,21610,1,Good,Good,0
213083053,213083053,21610,21610,1,Good,Good,0
213083055,213083055,21610,21610,1,Good,Good,0
213083060,213083060,21610,21610,1,Good,Good,0
213092701,213092701,23430,23430,1,Good,Good,0
213092702,213092702,23430,23430,1,Good,Good,0
213092703,213092703,23430,23430,1,Good,Good,0
213092760,213092760,23430,23430,1,Good,Good,0
213092764,213092764,23430,23430,1,Good,Good,0
213092765,213092765,23430,23430,1,Good,Good,0
213102766,213102766,23430,23430,1,Good,Good,0
213102767,213102767,23430,23430,1,Good,Good,0
213102768,213102768,23430,23430,1,Good,Good,0
213102769,213102769,23430,23430,1,Good,Good,0
213102770,213102770,23430,23430,1,Good,Good,0
213112824,213112824,22670,22670,1,Good,Good,0
213112825,213112825,22670,22670,1,Good,Good,0
213112826,213112826,22670,22670,1,Good,Good,0
213112827,213112827,22670,22670,1,Good,Good,0
213112828,213112828,22670,22670,1,Good,Good,0
213112829,213112829,22670,22670,1,Good,Good,0
213112830,213112830,22670,22670,1,Good,Good,0
213112831,213112831,22670,22670,1,Good,Good,0
213112832,213112832,22670,22670,1,Good,Good,0
213112833,213112833,22670,22670,1,Good,Good,0
213112834,213112834,22670,22670,1,Good,Good,0
213112835,213112835,22670,22670,1,Good,Good,0
213112836,213112836,22670,22670,1,Good,Good,0
213112837,213112837,22670,22670,1,Good,Good,0
213112844,213112844,22670,22670,1,Good,Good,0
213112845,213112845,22670,22670,1,Good,Good,0
213112846,213112846,22670,22670,1,Good,Good,0
213112847,213112847,22670,22670,1,Good,Good,0
213112848,213112848,22670,22670,1,Good,Good,0
213112849,213112849,22670,22670,1,Good,Good,0
213112850,213112850,22670,22670,1,Good,Good,0
213112851,213112851,22670,22670,1,Good,Good,0
213112852,213112852,22670,22670,1,Good,Good,0
213112853,213112853,22670,22670,1,Good,Good,0
213112854,213112854,22670,22670,1,Good,Good,0
213112855,213112855,22670,22670,1,Good,Good,0
213112856,213112856,22670,22670,1,Good,Good,0
213112857,213112857,22670,22670,1,Good,Good,0
213112858,213112858,22670,22670,1,Good,Good,0
213112870,213112870,22670,22670,1,Good,Good,0
213112871,213112871,22670,22670,1,Good,Good,0
213112872,213112872,22670,22670,1,Good,Good,0
213112873,213112873,22670,22670,1,Good,Good,0
213112874,213112874,22670,22670,1,Good,Good,0
213112875,213112875,22670,22670,1,Good,Good,0
213112876,213112876,22670,22670,1,Good,Good,0
213112877,213112877,22670,22670,1,Good,Good,0
213112878,213112878,22670,22670,1,Good,Good,0
213112879,213112879,22670,22670,1,Good,Good,0
213112880,213112880,22670,22670,1,Good,Good,0
213112881,213112881,22670,22670,1,Good,Good,0
213112882,213112882,22670,22670,1,Good,Good,0
213112883,213112883,22670,22670,1,Good,Good,0
213112900,213112900,22670,22670,1,Good,Good,0
213112901,213112901,22670,22670,1,Good,Good,0
213112903,213112903,22670,22670,1,Good,Good,0
213112904,213112904,22670,22670,1,Good,Good,0
213122861,213122861,22670,22670,1,Good,Good,0
213122862,213122862,22670,22670,1,Good,Good,0
213122863,213122863,22670,22670,1,Good,Good,0
213122864,213122864,22670,22670,1,Good,Good,0
213122865,213122865,22670,22670,1,Good,Good,0
213122866,213122866,22670,22670,1,Good,Good,0
213122867,213122867,22670,22670,1,Good,Good,0
213122868,213122868,22670,22670,1,Good,Good,0
213132745,213132745,23430,23430,1,Good,Good,0
213132747,213132747,23430,23430,1,Good,Good,0
213132748,213132748,23430,23430,1,Good,Good,0
213132749,213132749,23430,23430,1,Good,Good,0
213142838,213142838,22670,22670,1,Good,Good,0
213142839,213142839,22670,22670,1,Good,Good,0
213142840,213142840,22670,22670,1,Good,Good,0
213142841,213142841,22670,22670,1,Good,Good,0
213142843,213142843,22670,22670,1,Good,Good,0
213142884,213142884,22670,22670,1,Good,Good,0
213142885,213142885,22670,22670,1,Good,Good,0
213142886,213142886,22670,22670,1,Good,Good,0
213142888,213142888,22670,22670,1,Good,Good,0
213142889,213142889,22670,22670,1,Good,Good,0
213142890,213142890,22670,22670,1,Good,Good,0
213142891,213142891,22670,22670,1,Good,Good,0
213142892,213142892,22670,22670,1,Good,Good,0
213142902,213142902,22670,22670,1,Good,Good,0
213152842,213152842,22670,22670,1,Good,Good,0
213152869,213152869,22670,22670,1,Good,Good,0
213152894,213152894,22670,22670,1,Good,Good,0
213152895,213152895,22670,22670,1,Good,Good,0
213152896,213152896,22670,22670,1,Good,Good,0
213152897,213152897,22670,22670,1,Good,Good,0
