DZN_CODE_2011,DZN_CODE_2011,LGA_CODE_2018,LGA_CODE_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
114655353,114655353,18400,18400,0.9999997,Good,Good,0
114655354,114655354,18400,18400,1,Good,Good,0
114665192,114665192,13800,13800,1,Good,Good,0
114665193,114665193,13800,13800,1,Good,Good,0
114665194,114665194,13800,13800,1,Good,Good,0
114665195,114665195,13800,13800,1,Good,Good,0
114665196,114665196,13800,13800,1,Good,Good,0
114665197,114665197,13800,13800,1,Good,Good,0
114675226,114675226,13800,13800,1,Good,Good,0
114675227,114675227,13800,13800,1,Good,Good,0
114675228,114675228,13800,13800,1,Good,Good,0
114675229,114675229,13800,13800,1,Good,Good,0
114675230,114675230,13800,13800,1,Good,Good,0
114675231,114675231,13800,13800,1,Good,Good,0
114675232,114675232,13800,13800,1,Good,Good,0
114685210,114685210,16350,16350,1,Good,Good,0
114685211,114685211,13800,13800,0.3466757,Good,Good,0
114685211,114685211,16350,16350,0.6533243,Good,Good,0
114685212,114685212,16350,16350,1,Good,Good,0
114685213,114685213,16350,16350,1,Good,Good,0
114695449,114695449,16350,16350,1,Good,Good,0
114695450,114695450,16350,16350,1,Good,Good,0
114695451,114695451,16350,16350,1,Good,Good,0
114705431,114705431,16350,16350,1,Good,Good,0
114705432,114705432,16350,16350,1,Good,Good,0
114705433,114705433,16350,16350,1,Good,Good,0
114705434,114705434,16350,16350,1,Good,Good,0
114705435,114705435,16350,16350,1,Good,Good,0
114705436,114705436,16350,16350,1,Good,Good,0
114715407,114715407,16350,16350,1,Good,Good,0
114715408,114715408,16350,16350,1,Good,Good,0
114715409,114715409,16350,16350,1,Good,Good,0
114715410,114715410,16350,16350,1,Good,Good,0
114715411,114715411,16350,16350,1,Good,Good,0
114715412,114715412,16350,16350,1,Good,Good,0
114715413,114715413,16350,16350,1,Good,Good,0
114715414,114715414,16350,16350,1,Good,Good,0
114715415,114715415,16350,16350,1,Good,Good,0
114715416,114715416,16350,16350,1,Good,Good,0
114715417,114715417,16350,16350,1,Good,Good,0
114715418,114715418,16350,16350,1,Good,Good,0
114724018,114724018,12380,12380,1,Good,Good,0
114724019,114724019,12380,12380,1,Good,Good,0
114724020,114724020,12380,12380,1,Good,Good,0
114724021,114724021,12380,12380,1,Good,Good,0
114724022,114724022,12380,12380,1,Good,Good,0
114724023,114724023,12380,12380,1,Good,Good,0
114724024,114724024,12380,12380,1,Good,Good,0
114724025,114724025,12380,12380,1,Good,Good,0
114724026,114724026,12380,12380,1,Good,Good,0
114724027,114724027,12380,12380,1,Good,Good,0
114724028,114724028,12380,12380,1,Good,Good,0
114724029,114724029,12380,12380,1,Good,Good,0
114724030,114724030,12380,12380,1,Good,Good,0
114734043,114734043,16260,16260,1,Good,Good,0
114734044,114734044,16260,16260,1,Good,Good,0
114734045,114734045,16260,16260,1,Good,Good,0
114734046,114734046,16260,16260,1,Good,Good,0
114734047,114734047,16260,16260,1,Good,Good,0
114734048,114734048,16260,16260,1,Good,Good,0
114734049,114734049,16260,16260,1,Good,Good,0
114734050,114734050,16260,16260,1,Good,Good,0
114734051,114734051,16260,16260,1,Good,Good,0
114734052,114734052,16260,16260,1,Good,Good,0
114744065,114744065,11570,11570,1,Good,Good,0
114744066,114744066,12380,12380,1,Good,Good,0
114744067,114744067,12380,12380,1,Good,Good,0
114744068,114744068,12380,12380,1,Good,Good,0
114744069,114744069,12380,12380,1,Good,Good,0
114744070,114744070,12380,12380,1,Good,Good,0
114744071,114744071,12380,12380,1,Good,Good,0
114744072,114744072,12380,12380,1,Good,Good,0
114744073,114744073,12380,12380,1,Good,Good,0
114744074,114744074,12380,12380,1,Good,Good,0
114744075,114744075,12380,12380,1,Good,Good,0
114744076,114744076,12380,12380,1,Good,Good,0
114744077,114744077,12380,12380,1,Good,Good,0
114744078,114744078,12380,12380,1,Good,Good,0
114744079,114744079,12380,12380,1,Good,Good,0
114754092,114754092,12380,12380,1,Good,Good,0
114763954,114763954,16260,16260,1,Good,Good,0
114763955,114763955,16260,16260,1,Good,Good,0
114763956,114763956,16260,16260,1,Good,Good,0
114763957,114763957,16260,16260,1,Good,Good,0
114763958,114763958,16260,16260,1,Good,Good,0
114763959,114763959,16260,16260,1,Good,Good,0
114763960,114763960,16260,16260,1,Good,Good,0
114763961,114763961,16260,16260,0.9999997,Good,Good,0
114763961,114763961,17420,17420,3e-07,Good,Good,1
114763962,114763962,16260,16260,1,Good,Good,0
114773995,114773995,16260,16260,1,Good,Good,0
114773996,114773996,16260,16260,1,Good,Good,0
114773997,114773997,16260,16260,1,Good,Good,0
114773998,114773998,16260,16260,1,Good,Good,0
114773999,114773999,16260,16260,1,Good,Good,0
114774000,114774000,16260,16260,1,Good,Good,0
114774001,114774001,16260,16260,1,Good,Good,0
114774002,114774002,16260,16260,1,Good,Good,0
114774003,114774003,16260,16260,1,Good,Good,0
114774004,114774004,16260,16260,1,Good,Good,0
114774005,114774005,16260,16260,1,Good,Good,0
114783975,114783975,16260,16260,1,Good,Good,0
114783976,114783976,16260,16260,1,Good,Good,0
114783977,114783977,16260,16260,1,Good,Good,0
114783978,114783978,16260,16260,1,Good,Good,0
114783979,114783979,16260,16260,1,Good,Good,0
114783980,114783980,16260,16260,1,Good,Good,0
114783981,114783981,16260,16260,1,Good,Good,0
114783982,114783982,16260,16260,1,Good,Good,0
114793934,114793934,11570,11570,1,Good,Good,0
114793935,114793935,11570,11570,1,Good,Good,0
114793936,114793936,11570,11570,1,Good,Good,0
114793937,114793937,11570,11570,1,Good,Good,0
114793938,114793938,11570,11570,1,Good,Good,0
114793939,114793939,11570,11570,1,Good,Good,0
114793940,114793940,11570,11570,1,Good,Good,0
114793941,114793941,11570,11570,1,Good,Good,0
114803871,114803871,12850,12850,1,Good,Good,0
114803872,114803872,12850,12850,1,Good,Good,0
114803873,114803873,12850,12850,1,Good,Good,0
114803874,114803874,12850,12850,1,Good,Good,0
114803875,114803875,12850,12850,1,Good,Good,0
114803876,114803876,12380,12380,0.0666668,Good,Good,0
114803876,114803876,12850,12850,0.9333332,Good,Good,0
114803877,114803877,12850,12850,1,Good,Good,0
114803878,114803878,12850,12850,1,Good,Good,0
114813891,114813891,12380,12380,1,Good,Good,0
114813892,114813892,12380,12380,1,Good,Good,0
114813893,114813893,12380,12380,1,Good,Good,0
114813894,114813894,12380,12380,1,Good,Good,0
114813895,114813895,12380,12380,1,Good,Good,0
114813896,114813896,12380,12380,1,Good,Good,0
114813897,114813897,12380,12380,1,Good,Good,0
114813898,114813898,12380,12380,1,Good,Good,0
114813899,114813899,12380,12380,1,Good,Good,0
114813900,114813900,16260,16260,1,Good,Good,0
114813901,114813901,16260,16260,1,Good,Good,0
114823778,114823778,12380,12380,1,Good,Good,0
114823779,114823779,12380,12380,1,Good,Good,0
114823780,114823780,12380,12380,1,Good,Good,0
114823781,114823781,12380,12380,1,Good,Good,0
114823782,114823782,12380,12380,1,Good,Good,0
114823783,114823783,12380,12380,1,Good,Good,0
114823784,114823784,12380,12380,1,Good,Good,0
114823785,114823785,12380,12380,1,Good,Good,0
114823786,114823786,12380,12380,1,Good,Good,0
114823787,114823787,12380,12380,1,Good,Good,0
114823788,114823788,12380,12380,1,Good,Good,0
114833914,114833914,12380,12380,1,Good,Good,0
114833915,114833915,12380,12380,1,Good,Good,0
114833916,114833916,12380,12380,1,Good,Good,0
114833917,114833917,12380,12380,1,Good,Good,0
114833918,114833918,12380,12380,1,Good,Good,0
114833919,114833919,12380,12380,1,Good,Good,0
114833920,114833920,12380,12380,1,Good,Good,0
114833921,114833921,12380,12380,1,Good,Good,0
114843817,114843817,12380,12380,1,Good,Good,0
114843818,114843818,12380,12380,1,Good,Good,0
114843819,114843819,12380,12380,1,Good,Good,0
114843820,114843820,12380,12380,1,Good,Good,0
114843821,114843821,12380,12380,1,Good,Good,0
114843822,114843822,12380,12380,1,Good,Good,0
114843823,114843823,12380,12380,1,Good,Good,0
114853836,114853836,12380,12380,1,Good,Good,0
114853837,114853837,12380,12380,1,Good,Good,0
114853838,114853838,12380,12380,1,Good,Good,0
114853839,114853839,12380,12380,1,Good,Good,0
114853840,114853840,12380,12380,1,Good,Good,0
114853841,114853841,12380,12380,1,Good,Good,0
114853842,114853842,12380,12380,1,Good,Good,0
114853843,114853843,12380,12380,1,Good,Good,0
114853844,114853844,12380,12380,1,Good,Good,0
114853845,114853845,12380,12380,1,Good,Good,0
114863801,114863801,12380,12380,1,Good,Good,0
114863802,114863802,12380,12380,1,Good,Good,0
114863803,114863803,12380,12380,1,Good,Good,0
114863804,114863804,12380,12380,1,Good,Good,0
114873858,114873858,12380,12380,1,Good,Good,0
114883660,114883660,12380,12380,0.9494612,Good,Good,0
114883660,114883660,16260,16260,0.0505388,Good,Good,0
114883661,114883661,12380,12380,1,Good,Good,0
114883662,114883662,12380,12380,1,Good,Good,0
114883663,114883663,12380,12380,1,Good,Good,0
114883664,114883664,12380,12380,1,Good,Good,0
114883665,114883665,12380,12380,1,Good,Good,0
114883666,114883666,12380,12380,1,Good,Good,0
114883667,114883667,12380,12380,1,Good,Good,0
114883668,114883668,12380,12380,1,Good,Good,0
114883669,114883669,12380,12380,1,Good,Good,0
114883670,114883670,12380,12380,1,Good,Good,0
114893722,114893722,16260,16260,1,Good,Good,0
114893723,114893723,16260,16260,1,Good,Good,0
114893724,114893724,16260,16260,1,Good,Good,0
114893725,114893725,16260,16260,1,Good,Good,0
114893726,114893726,16260,16260,1,Good,Good,0
114893727,114893727,16260,16260,1,Good,Good,0
114893728,114893728,16260,16260,1,Good,Good,0
114893729,114893729,16260,16260,1,Good,Good,0
114893730,114893730,16260,16260,1,Good,Good,0
114893731,114893731,16260,16260,1,Good,Good,0
114893732,114893732,16260,16260,1,Good,Good,0
114893733,114893733,16260,16260,1,Good,Good,0
114903706,114903706,16260,16260,1,Good,Good,0
114903707,114903707,16260,16260,1,Good,Good,0
114903708,114903708,16260,16260,1,Good,Good,0
114903709,114903709,16260,16260,0.6231752,Good,Good,0
114903709,114903709,17420,17420,0.3768248,Good,Good,0
114913683,114913683,16260,16260,1,Good,Good,0
114913684,114913684,16260,16260,1,Good,Good,0
114913685,114913685,16260,16260,1,Good,Good,0
114913686,114913686,16260,16260,1,Good,Good,0
114913687,114913687,16260,16260,1,Good,Good,0
114913688,114913688,16260,16260,1,Good,Good,0
114913689,114913689,16260,16260,1,Good,Good,0
114913690,114913690,16260,16260,1,Good,Good,0
114913691,114913691,16260,16260,1,Good,Good,0
114913692,114913692,16260,16260,1,Good,Good,0
114913693,114913693,16260,16260,1,Good,Good,0
114923746,114923746,16260,16260,1,Good,Good,0
114923747,114923747,16260,16260,1,Good,Good,0
114923748,114923748,16260,16260,1,Good,Good,0
114923749,114923749,16260,16260,1,Good,Good,0
114923750,114923750,16260,16260,1,Good,Good,0
114923751,114923751,16260,16260,1,Good,Good,0
114923752,114923752,16260,16260,1,Good,Good,0
114923753,114923753,16260,16260,1,Good,Good,0
114923754,114923754,16260,16260,1,Good,Good,0
114923755,114923755,16260,16260,1,Good,Good,0
114923756,114923756,16260,16260,1,Good,Good,0
114923757,114923757,16260,16260,1,Good,Good,0
114923758,114923758,16260,16260,1,Good,Good,0
114923759,114923759,16260,16260,1,Good,Good,0
114923760,114923760,16260,16260,1,Good,Good,0
114923761,114923761,16260,16260,1,Good,Good,0
114923762,114923762,16260,16260,1,Good,Good,0
114923763,114923763,16260,16260,1,Good,Good,0
114923764,114923764,16260,16260,1,Good,Good,0
114923765,114923765,16260,16260,1,Good,Good,0
114933639,114933639,16260,16260,1,Good,Good,0
114933640,114933640,16260,16260,1,Good,Good,0
114933641,114933641,16260,16260,1,Good,Good,0
114933642,114933642,16260,16260,1,Good,Good,0
114933643,114933643,16260,16260,1,Good,Good,0
114933644,114933644,16260,16260,1,Good,Good,0
114933645,114933645,16260,16260,1,Good,Good,0
114933646,114933646,16260,16260,1,Good,Good,0
114933647,114933647,16260,16260,1,Good,Good,0
114943624,114943624,16260,16260,1,Good,Good,0
114943625,114943625,16260,16260,0.9824835,Good,Good,0
114943625,114943625,17420,17420,0.0175165,Good,Good,0
114943626,114943626,16260,16260,1,Good,Good,0
114953442,114953442,16260,16260,1,Good,Good,0
114953443,114953443,16260,16260,1,Good,Good,0
114953444,114953444,16260,16260,1,Good,Good,0
114953445,114953445,16260,16260,1,Good,Good,0
114953446,114953446,16260,16260,1,Good,Good,0
114953447,114953447,16260,16260,1,Good,Good,0
114953448,114953448,16260,16260,1,Good,Good,0
114953449,114953449,16260,16260,1,Good,Good,0
114953450,114953450,16260,16260,1,Good,Good,0
114953451,114953451,14000,14000,1,Good,Good,0
114953452,114953452,14000,14000,1,Good,Good,0
114963421,114963421,14000,14000,1,Good,Good,0
114963422,114963422,14000,14000,1,Good,Good,0
114963423,114963423,14000,14000,1,Good,Good,0
114963424,114963424,14000,14000,1,Good,Good,0
114963425,114963425,14000,14000,1,Good,Good,0
114963426,114963426,14000,14000,1,Good,Good,0
114963427,114963427,14000,14000,1,Good,Good,0
114963428,114963428,14000,14000,1,Good,Good,0
114963429,114963429,14000,14000,1,Good,Good,0
114973465,114973465,16700,16700,1,Good,Good,0
114973466,114973466,16700,16700,1,Good,Good,0
114973467,114973467,16700,16700,1,Good,Good,0
114973468,114973468,16700,16700,1,Good,Good,0
114973469,114973469,16700,16700,1,Good,Good,0
114973470,114973470,16700,16700,1,Good,Good,0
114973471,114973471,16260,16260,0.2443291,Good,Good,0
114973471,114973471,16700,16700,0.7556709,Good,Good,0
114973472,114973472,16700,16700,1,Good,Good,0
114973473,114973473,16260,16260,5e-07,Good,Good,1
114973473,114973473,16700,16700,0.9999995,Good,Good,0
114973474,114973474,16260,16260,1,Good,Good,0
114973475,114973475,16260,16260,1,Good,Good,0
114973476,114973476,16700,16700,1,Good,Good,0
114983588,114983588,14100,14100,1,Good,Good,0
114983589,114983589,16700,16700,1,Good,Good,0
114983590,114983590,14100,14100,1,Good,Good,0
114983591,114983591,14100,14100,1,Good,Good,0
114983592,114983592,16700,16700,1,Good,Good,0
114983593,114983593,16700,16700,1,Good,Good,0
114983594,114983594,16700,16700,1,Good,Good,0
114993607,114993607,14100,14100,1,Good,Good,0
114993608,114993608,14100,14100,1,Good,Good,0
114993609,114993609,14100,14100,1,Good,Good,0
114993610,114993610,14100,14100,1,Good,Good,0
114993611,114993611,14100,14100,1,Good,Good,0
115003510,115003510,16700,16700,1,Good,Good,0
115003511,115003511,16700,16700,1,Good,Good,0
115003512,115003512,16700,16700,1,Good,Good,0
115003513,115003513,16700,16700,1,Good,Good,0
115003514,115003514,16700,16700,1,Good,Good,0
115003515,115003515,16700,16700,1,Good,Good,0
115003516,115003516,16700,16700,1,Good,Good,0
115003517,115003517,16700,16700,1,Good,Good,0
115003518,115003518,16700,16700,1,Good,Good,0
115003519,115003519,16700,16700,1,Good,Good,0
115003520,115003520,16700,16700,1,Good,Good,0
115003521,115003521,16700,16700,1,Good,Good,0
115003522,115003522,16700,16700,1,Good,Good,0
115003523,115003523,16700,16700,1,Good,Good,0
115003524,115003524,16700,16700,1,Good,Good,0
115003525,115003525,16700,16700,1,Good,Good,0
115003526,115003526,16700,16700,1,Good,Good,0
115003527,115003527,16700,16700,1,Good,Good,0
115003528,115003528,16700,16700,1,Good,Good,0
115003529,115003529,16700,16700,1,Good,Good,0
115013569,115013569,16700,16700,1,Good,Good,0
115013570,115013570,16700,16700,1,Good,Good,0
115013571,115013571,16700,16700,1,Good,Good,0
115013572,115013572,16700,16700,1,Good,Good,0
115013573,115013573,16700,16700,1,Good,Good,0
115013574,115013574,16700,16700,1,Good,Good,0
115013575,115013575,16700,16700,1,Good,Good,0
115023542,115023542,16700,16700,1,Good,Good,0
115023543,115023543,16700,16700,1,Good,Good,0
115023544,115023544,16700,16700,1,Good,Good,0
115023545,115023545,16700,16700,1,Good,Good,0
115023546,115023546,16700,16700,1,Good,Good,0
115023547,115023547,16700,16700,1,Good,Good,0
115023548,115023548,16700,16700,1,Good,Good,0
115023549,115023549,16700,16700,1,Good,Good,0
115023550,115023550,16700,16700,1,Good,Good,0
115023551,115023551,16700,16700,1,Good,Good,0
115023552,115023552,16700,16700,1,Good,Good,0
115023553,115023553,16700,16700,1,Good,Good,0
115023554,115023554,16700,16700,1,Good,Good,0
115023555,115023555,16700,16700,1,Good,Good,0
115023556,115023556,16700,16700,1,Good,Good,0
115033489,115033489,16700,16700,1,Good,Good,0
115033490,115033490,16700,16700,1,Good,Good,0
115033491,115033491,16700,16700,1,Good,Good,0
115033492,115033492,16700,16700,1,Good,Good,0
115033493,115033493,16700,16700,1,Good,Good,0
115033494,115033494,16700,16700,1,Good,Good,0
115033495,115033495,16700,16700,1,Good,Good,0
115033496,115033496,16700,16700,1,Good,Good,0
115033497,115033497,16700,16700,1,Good,Good,0
115044190,115044190,14900,14900,1,Good,Good,0
115044191,115044191,14900,14900,1,Good,Good,0
115044192,115044192,14900,14900,1,Good,Good,0
115044193,115044193,14900,14900,1,Good,Good,0
115054105,115054105,14900,14900,1,Good,Good,0
115054106,115054106,14900,14900,1,Good,Good,0
115054107,115054107,14900,14900,1,Good,Good,0
115054108,115054108,14900,14900,1,Good,Good,0
115054109,115054109,14900,14900,1,Good,Good,0
115054110,115054110,14900,14900,1,Good,Good,0
115054111,115054111,14900,14900,1,Good,Good,0
115054112,115054112,14900,14900,1,Good,Good,0
115054113,115054113,14900,14900,1,Good,Good,0
115054114,115054114,14900,14900,1,Good,Good,0
115054115,115054115,14900,14900,1,Good,Good,0
115064128,115064128,11450,11450,1,Good,Good,0
115064129,115064129,11450,11450,1,Good,Good,0
115064130,115064130,11450,11450,1,Good,Good,0
115064131,115064131,11450,11450,0.9614335,Good,Good,0
115064131,115064131,14900,14900,0.0385665,Good,Good,0
115064132,115064132,11450,11450,1,Good,Good,0
115064133,115064133,11450,11450,1,Good,Good,0
115064134,115064134,11450,11450,1,Good,Good,0
115064135,115064135,11450,11450,0.8579437,Good,Good,0
115064135,115064135,14900,14900,0.1420563,Good,Good,0
115064136,115064136,11450,11450,1,Good,Good,0
115064137,115064137,11450,11450,1,Good,Good,0
115074150,115074150,14900,14900,1,Good,Good,0
115074151,115074151,14900,14900,1,Good,Good,0
115074152,115074152,14900,14900,1,Good,Good,0
115074153,115074153,14900,14900,1,Good,Good,0
115074154,115074154,14900,14900,1,Good,Good,0
115074155,115074155,14900,14900,1,Good,Good,0
115074156,115074156,14900,14900,1,Good,Good,0
115074157,115074157,14900,14900,1,Good,Good,0
115084170,115084170,14900,14900,1,Good,Good,0
115084171,115084171,14900,14900,1,Good,Good,0
115084172,115084172,14900,14900,1,Good,Good,0
115084173,115084173,14900,14900,1,Good,Good,0
115084174,115084174,14900,14900,1,Good,Good,0
115084175,115084175,14900,14900,1,Good,Good,0
115084176,115084176,14900,14900,1,Good,Good,0
115084177,115084177,14900,14900,1,Good,Good,0
115094271,115094271,12850,12850,1,Good,Good,0
115094272,115094272,12850,12850,1,Good,Good,0
115094273,115094273,12850,12850,1,Good,Good,0
115094274,115094274,12850,12850,1,Good,Good,0
115094275,115094275,12850,12850,1,Good,Good,0
115104225,115104225,12850,12850,1,Good,Good,0
